model_name,GPQA Diamond,AIME 2025,MMLU,MMLU-Pro,SWE-bench Verified,MATH-500,LiveCodeBench,FrontierMath,HLE (Humanity's Last Exam),ARC-AGI-2,BrowseComp,SimpleQA,IFEval,HumanEval,Codeforces Rating,OSWorld,MMMU,MMMU-Pro,Arena-Hard Auto,Chatbot Arena Elo,SWE-bench Pro,AIME 2024,HMMT Feb 2025,Tau-Bench Retail,CritPt,GSM8K,Terminal-Bench 2.0,Terminal-Bench 1.0,ARC-AGI-1,BRUMO 2025,SMT 2025,HMMT Nov 2025,CMIMC 2025,MathArena Apex 2025,LiveBench
Gemini 2.0 Flash,74.2,77.52542372881355,76.4,76.4,42.0,83.9,45.2,22.295454545454547,25.5028947368421,1.0,68.24375,27.0,80.0,82.6,1995.204081632653,52.42631578947368,70.7,77.26923076923077,50.0,1428.7916666666667,41.94842105263158,73.3,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Gemini 2.5 Pro,84.0,86.7,89.8,85.6,63.8,97.3,70.4,5.0,18.8,4.9,68.24375,52.9,90.8,85.81328358208957,2001.0,52.42631578947368,81.7,77.26923076923077,90.8,1437.0,41.94842105263158,92.0,82.5,84.65833333333335,2.0,88.70357142857141,32.6,25.3,41.0,90.0,84.91,66.67,58.13,0.5,58.3
Gemini 2.5 Flash,78.3,72.0,85.0,81.1,63.8,95.2,63.9,22.295454545454547,15.6,2.5,68.24375,28.1,84.3,90.2,1995.0,52.42631578947368,73.5,77.26923076923077,83.9,1428.7916666666667,41.94842105263158,88.0,64.2,84.65833333333335,1.1,88.70357142857141,16.9,16.8,33.3,83.33,75.47,89.44416666666667,50.62,7.753125000000001,47.7
Gemma 3 27B,42.4,77.52542372881355,76.9,67.5,32.0,78.0,29.7,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,22.0,78.0,87.8,1995.204081632653,52.42631578947368,78.92448275862068,77.26923076923077,69.9,1338.0,41.94842105263158,22.0,66.57000000000001,84.65833333333335,5.266666666666667,92.3,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Gemini 3 Pro,91.9,95.0,91.8,89.8,76.2,97.3,79.7,38.0,37.5,31.1,85.9,72.1,90.0,93.0,2512.0,55.0,87.51,81.0,63.388888888888886,1501.0,43.3,97.0,97.5,88.5,9.1,88.70357142857141,56.9,28.311111111111114,75.0,98.33,93.4,93.33,90.0,23.4,73.4
Gemini 3 Flash,90.4,90.4,91.8,88.59,78.0,91.89791044776119,90.8,30.0,33.7,33.6,75.0,60.0,88.2,85.81328358208957,2100.0,50.0,87.63,81.2,63.388888888888886,1473.0,34.63,93.0,66.57000000000001,82.0,5.266666666666667,88.70357142857141,51.7,28.311111111111114,84.7,100.0,92.92,93.33,90.62,15.62,72.4
Gemini 3.1 Pro,94.3,100.0,92.6,89.5,80.6,98.5,82.0,40.0,44.4,77.1,85.9,72.1,89.2,95.0,2700.0,72.0,87.5,80.5,63.388888888888886,1490.0,54.2,98.0,66.57000000000001,90.5,17.7,88.70357142857141,68.5,28.311111111111114,90.0,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,33.5,61.00833333333335
Llama 4 Scout,57.2,77.52542372881355,88.5,74.3,61.84464285714285,83.0,32.8,22.295454545454547,25.5028947368421,0.0,68.24375,38.17551020408163,81.0,76.0,1995.204081632653,52.42631578947368,69.4,77.26923076923077,72.0,1350.0,41.94842105263158,69.7050847457627,66.57000000000001,84.65833333333335,5.266666666666667,90.6,40.48571428571429,28.311111111111114,0.5,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Llama 4 Maverick,69.8,77.52542372881355,88.6,80.5,46.5,88.1,43.4,22.295454545454547,25.5028947368421,0.0,68.24375,20.0,84.0,82.0,1995.204081632653,52.42631578947368,73.4,77.26923076923077,73.5,1417.0,41.94842105263158,52.0,66.57000000000001,84.65833333333335,0.0,88.70357142857141,40.48571428571429,15.5,4.4,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Llama 4 Behemoth,73.7,77.52542372881355,90.2,82.2,55.0,95.0,49.4,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,44.0,86.0,85.0,1995.204081632653,52.42631578947368,76.1,77.26923076923077,63.388888888888886,1428.7916666666667,41.94842105263158,72.0,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Grok 3 Beta,84.6,93.3,88.0,79.9,48.5,99.2,79.4,22.295454545454547,18.2,0.0,68.24375,31.0,84.0,87.3,1995.204081632653,52.42631578947368,78.92448275862068,77.26923076923077,63.388888888888886,1402.0,41.94842105263158,93.3,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,17.5,5.5,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Grok 4,88.0,90.6,94.0,87.0,73.5,98.0,79.4,13.0,24.0,15.9,68.24375,48.0,89.2,88.0,2708.0,48.0,75.0,59.2,63.388888888888886,1465.0,46.5,94.0,90.0,84.65833333333335,5.266666666666667,88.70357142857141,23.1,39.0,66.6,95.0,85.85,88.33,83.75,2.08,61.00833333333335
Grok 4.1,91.0,94.0,84.92463235294119,85.3,79.0,98.5,82.0,38.0,44.4,42.0,68.24375,55.0,91.0,95.0,2650.0,52.0,78.92448275862068,81.0,63.388888888888886,1483.0,41.94842105263158,69.7050847457627,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,97.5,84.6,93.33,84.38,5.21,60.0
DeepSeek-R1,71.5,70.0,90.8,84.0,49.2,97.3,65.9,22.295454545454547,8.5,1.3,68.24375,30.1,83.3,96.1,2029.0,52.42631578947368,78.92448275862068,77.26923076923077,92.3,1382.0,41.94842105263158,79.8,41.7,84.65833333333335,1.1,97.3,40.48571428571429,5.7,15.0,80.83,66.51,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
DeepSeek-V3,59.1,39.2,88.5,75.9,42.0,90.2,39.2,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,24.9,86.1,65.2,1134.0,52.42631578947368,78.92448275862068,77.26923076923077,85.5,1382.0,41.94842105263158,39.2,66.57000000000001,84.65833333333335,5.266666666666667,89.3,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
DeepSeek-V3-0324,68.4,46.7,89.4,81.2,38.8,94.0,49.2,22.295454545454547,5.2,16.996875000000003,68.24375,27.7,81.1,85.0,1650.0,52.42631578947368,78.92448275862068,77.26923076923077,39.9,1428.7916666666667,41.94842105263158,59.4,27.5,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
DeepSeek-R1-0528,81.0,87.5,90.8,85.0,57.6,97.3,73.1,10.0,17.7,1.1,68.24375,27.8,79.1,85.6,1930.0,52.42631578947368,78.92448275862068,77.26923076923077,63.388888888888886,1420.0,41.94842105263158,91.4,79.4,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,21.2,92.5,83.02,89.44416666666667,69.38,1.04,61.00833333333335
DeepSeek-R1-Distill-Qwen-1.5B,33.8,22.8,84.92463235294119,76.35057971014493,61.84464285714285,83.9,15.049999999999999,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,38.17551020408163,39.9,85.81328358208957,954.0,52.42631578947368,78.92448275862068,77.26923076923077,4.5,1428.7916666666667,41.94842105263158,28.9,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
DeepSeek-R1-Distill-Llama-8B,49.0,27.8,84.92463235294119,76.35057971014493,61.84464285714285,89.1,41.05,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,38.17551020408163,59.0,85.81328358208957,1205.0,52.42631578947368,78.92448275862068,77.26923076923077,17.6,1428.7916666666667,41.94842105263158,50.4,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
DeepSeek-R1-Distill-Llama-70B,65.2,70.0,86.0,76.35057971014493,61.84464285714285,94.5,57.5,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,38.17551020408163,84.44838235294117,80.0,1633.0,52.42631578947368,78.92448275862068,77.26923076923077,63.388888888888886,1428.7916666666667,41.94842105263158,70.0,33.3,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
DeepSeek-V3.2,82.4,93.1,90.5,85.0,73.0,97.3,83.3,8.0,25.1,16.996875000000003,51.4,35.0,89.0,90.0,2386.0,52.42631578947368,78.92448275862068,81.0,63.388888888888886,1428.7916666666667,41.94842105263158,93.0,92.5,84.65833333333335,5.266666666666667,88.70357142857141,39.6,28.311111111111114,44.754838709677415,96.67,87.74,90.0,83.75,2.08,62.2
DeepSeek-V3.2-Speciale,85.7,96.0,84.92463235294119,87.5,76.0,98.0,88.7,22.295454545454547,30.6,16.996875000000003,68.24375,38.17551020408163,88.0,91.5,2701.0,52.42631578947368,78.92448275862068,77.26923076923077,63.388888888888886,1428.7916666666667,41.94842105263158,96.0,99.2,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,99.17,89.15,93.33,94.38,9.38,61.00833333333335
Qwen3-235B-A22B,71.1,81.5,87.81,79.8,69.6,98.2,70.7,22.295454545454547,15.43,1.3,68.24375,13.2,87.8,90.0,2056.0,52.42631578947368,78.92448275862068,77.26923076923077,95.6,1410.0,41.94842105263158,85.7,62.5,84.65833333333335,5.266666666666667,94.39,40.48571428571429,6.6,11.0,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,5.21,61.00833333333335
Qwen3-32B,68.4,76.67,83.61,70.0,61.84464285714285,96.0,63.0,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,38.17551020408163,83.0,85.0,2020.0,52.42631578947368,78.92448275862068,77.26923076923077,53.3,1428.7916666666667,41.94842105263158,81.4,66.57000000000001,84.65833333333335,5.266666666666667,93.4,40.48571428571429,15.5,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Qwen3-4B,51.2,65.6,72.99,74.0,61.84464285714285,97.0,55.2,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,38.17551020408163,87.4,75.0,1671.0,52.42631578947368,78.92448275862068,77.26923076923077,13.2,1428.7916666666667,41.94842105263158,73.8,55.5,84.65833333333335,5.266666666666667,87.79,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Qwen3-0.6B,27.9,15.1,52.81,24.74,61.84464285714285,77.6,12.3,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,38.17551020408163,59.2,45.0,800.0,52.42631578947368,78.92448275862068,77.26923076923077,8.5,1428.7916666666667,41.94842105263158,10.7,66.57000000000001,84.65833333333335,5.266666666666667,59.59,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Qwen3-1.7B,40.1,36.8,61.815,36.76,61.84464285714285,93.4,33.2,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,38.17551020408163,72.5,60.0,1200.0,52.42631578947368,78.92448275862068,77.26923076923077,43.1,1428.7916666666667,41.94842105263158,48.3,66.57000000000001,84.65833333333335,5.266666666666667,75.44,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Qwen3-8B,63.3,67.3,76.89,56.73,61.84464285714285,94.0,48.0,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,38.17551020408163,80.0,82.0,1850.0,52.42631578947368,78.92448275862068,77.26923076923077,76.0,1428.7916666666667,41.94842105263158,76.0,66.57000000000001,84.65833333333335,5.266666666666667,89.84,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Qwen3-14B,64.0,72.0,81.05,61.03,61.84464285714285,95.0,55.0,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,38.17551020408163,84.44838235294117,85.0,1900.0,52.42631578947368,78.92448275862068,77.26923076923077,85.5,1428.7916666666667,41.94842105263158,75.0,66.57000000000001,84.65833333333335,5.266666666666667,92.49,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Qwen3-30B-A3B,65.8,85.0,81.38,80.9,61.84464285714285,96.0,66.0,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,38.17551020408163,88.9,82.0,1974.0,52.42631578947368,78.92448275862068,77.26923076923077,91.0,1428.7916666666667,41.94842105263158,78.0,71.4,84.65833333333335,5.266666666666667,91.81,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
QwQ-32B,65.2,50.0,79.0,62.0,35.0,90.6,50.0,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,38.17551020408163,80.0,78.0,1316.0,52.42631578947368,78.92448275862068,77.26923076923077,60.9,1428.7916666666667,41.94842105263158,79.5,47.5,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Qwen3.5-397B-A17B,88.4,95.0,88.6,87.8,76.4,98.0,83.6,22.295454545454547,32.0,16.996875000000003,68.24375,35.0,92.6,92.0,2200.0,52.42631578947368,85.0,77.26923076923077,63.388888888888886,1428.7916666666667,41.94842105263158,94.0,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Kimi K2,75.1,49.5,89.5,87.1,65.8,97.4,53.7,22.295454545454547,4.7,16.996875000000003,68.24375,31.0,89.8,85.0,1780.0,38.0,78.92448275862068,77.26923076923077,54.5,1428.7916666666667,27.67,69.6,38.8,84.65833333333335,5.266666666666667,88.70357142857141,27.8,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Kimi K2 Thinking,85.7,94.5,84.92463235294119,84.6,71.3,97.0,82.6,22.295454545454547,44.9,16.996875000000003,60.2,35.0,84.44838235294117,92.0,2150.0,52.42631578947368,78.92448275862068,77.26923076923077,63.388888888888886,1428.7916666666667,41.94842105263158,94.0,89.4,84.65833333333335,5.266666666666667,88.70357142857141,35.7,28.311111111111114,12.0,93.33,91.04,89.17,91.88,0.0,61.00833333333335
Kimi K2.5,87.6,96.0,92.0,87.1,76.8,98.0,85.0,28.0,50.2,35.0,74.9,45.0,90.0,95.0,2350.0,62.0,84.0,78.5,63.388888888888886,1428.7916666666667,41.94842105263158,96.1,95.4,84.65833333333335,5.266666666666667,88.70357142857141,43.2,28.311111111111114,65.3,98.33,90.57,89.17,91.25,8.85,61.00833333333335
GLM-4.6,85.7,80.0,85.0,80.0,68.0,91.89791044776119,70.0,22.295454545454547,24.8,16.996875000000003,68.24375,38.17551020408163,82.0,82.0,1995.204081632653,52.42631578947368,78.92448275862068,77.26923076923077,63.388888888888886,1428.7916666666667,41.94842105263158,69.7050847457627,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,24.5,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
GLM-4.7,85.7,95.7,90.1,86.0,73.8,91.89791044776119,84.9,20.0,42.8,16.996875000000003,65.0,32.0,84.44838235294117,85.81328358208957,1995.204081632653,52.42631578947368,78.92448275862068,77.26923076923077,63.388888888888886,1445.0,41.94842105263158,69.7050847457627,97.1,84.65833333333335,5.266666666666667,88.70357142857141,33.4,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,58.1
Doubao Seed 2.0 Pro,88.9,98.3,90.0,88.0,76.5,91.89791044776119,88.0,22.295454545454547,40.0,16.996875000000003,77.3,38.17551020408163,88.5,92.0,3020.0,52.42631578947368,85.4,77.26923076923077,63.388888888888886,1428.7916666666667,41.94842105263158,98.3,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,55.8,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Mistral Small 3.1,39.0,77.52542372881355,80.62,66.76,28.0,81.0,30.0,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,18.0,82.75,88.99,1995.204081632653,52.42631578947368,78.92448275862068,77.26923076923077,63.388888888888886,1428.7916666666667,41.94842105263158,22.0,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
Mistral Medium 3,68.0,77.52542372881355,87.0,72.0,32.0,91.0,42.0,22.295454545454547,25.5028947368421,16.996875000000003,68.24375,25.0,86.0,92.1,1995.204081632653,52.42631578947368,78.92448275862068,77.26923076923077,97.1,1428.7916666666667,41.94842105263158,69.7050847457627,66.57000000000001,84.65833333333335,5.266666666666667,88.70357142857141,40.48571428571429,28.311111111111114,44.754838709677415,91.97263157894737,85.1136842105263,89.44416666666667,81.87705882352941,7.753125000000001,61.00833333333335
