model_name,GPQA Diamond,AIME 2025,MMLU,MMLU-Pro,SWE-bench Verified,MATH-500,LiveCodeBench,FrontierMath,HLE (Humanity's Last Exam),ARC-AGI-2,BrowseComp,SimpleQA,IFEval,HumanEval,Codeforces Rating,OSWorld,MMMU,Arena-Hard Auto,Chatbot Arena Elo,SWE-bench Pro,AIME 2024,HMMT Feb 2025,Terminal-Bench 2.0,Terminal-Bench 1.0,ARC-AGI-1,BRUMO 2025,SMT 2025,CMIMC 2025,MathArena Apex 2025
Llama 4 Behemoth,70.27417027417027,62.802208295302655,90.95238095238096,88.04780876494024,51.03969754253308,92.83387622149836,47.26114649681528,49.91922362603461,27.492081653771116,18.119594563294783,60.91214800616642,52.29202037351444,83.66606170598911,74.76635514018692,43.24647846033673,45.73815121387967,36.75260559517275,51.58783309594256,40.602010721633036,49.17470813696424,70.52631578947368,31.859107862812124,65.48282040911528,53.53851544853923,32.20596607030818,52.733172491161426,46.96415541328618,41.53053968251179,45.12145186269203
Grok 3 Beta,86.00288600288599,92.10836277974087,85.71428571428571,84.52344468280724,38.7523629489603,99.67426710097719,85.47770700636944,33.97739233130718,31.182795698924732,0.0,42.31300302375351,30.220713073005097,80.03629764065336,79.06542056074767,57.41532901390013,18.055219475850492,64.08466310391458,94.29057367641377,39.02439024390244,57.377540531553635,92.94736842105263,63.97663907355081,42.94750262185167,26.048565121412807,5.347593582887701,67.04573669119122,68.27527283173032,56.33449978367482,14.702654096405018
Grok 4,90.9090909090909,88.92815076560659,100.0,95.40300337113086,86.01134215500944,97.71986970684038,85.47770700636944,22.6628895184136,43.655913978494624,20.622568093385215,17.015078686884216,59.083191850594226,89.47368421052632,80.37383177570094,85.94594594594595,44.742729306487696,30.71859572133844,70.76695413610007,77.4390243902439,69.79472140762465,93.6842105263158,88.74251497005987,30.58103975535168,73.50993377483444,70.6951871657754,85.36728124085455,79.48369565217388,75.70840950639855,6.208955223880597
Grok 4.1,95.23809523809524,92.93286219081273,94.28729139938086,92.79803861477167,96.40831758034025,98.53420195439739,88.78980891719745,93.4844192634561,87.5268817204301,54.47470817120623,60.81495867611389,70.96774193548389,92.74047186932849,93.45794392523365,83.33333333333333,53.69127516778523,77.8483134482511,55.40966246941228,88.41463414634147,69.87039259928619,97.82976526859694,92.29909050680833,72.12605006866818,80.76251162155776,84.32658110699384,92.68364062042727,76.0869565217391,77.14808043875686,15.552238805970148
DeepSeek-R1,67.0995670995671,64.6643109540636,92.38095238095237,90.80600674226173,40.07561436672968,96.57980456026058,68.28025477707007,42.678965265784534,10.32258064516129,1.6861219195849548,59.05376548257837,28.692699490662147,78.76588021778583,95.51401869158877,55.36036036036036,11.569095239372011,57.16306905697757,94.81641468682506,26.829268292682926,53.136765254875904,78.73684210526316,30.898203592814376,53.312024336342894,0.0,15.508021390374331,43.89815627743634,26.929347826086964,35.61854528302943,39.49622654193485
DeepSeek-V3,49.20634920634921,28.386336866902237,86.9047619047619,78.39411584431505,26.46502835538752,85.01628664495114,34.267515923566876,20.67061895384027,14.265066209820294,-18.29876351350721,42.200604320526764,19.864176570458408,83.84754990925589,37.757009345794394,15.045045045045045,32.22370085696689,25.866432342316877,87.47300215982722,26.829268292682926,41.289302416110395,36.00000000000001,22.266293963218168,40.94232716716661,11.412048956509373,-9.31692364112616,47.661992466189226,44.59449101614345,28.15620799499348,19.703854778014332
DeepSeek-V3-0324,62.626262626262644,37.22025912838633,89.04761904761907,86.5154765553172,20.415879017013225,91.20521172638436,47.0063694267516,42.78151127553804,3.225806451612903,-3.4031590921402266,61.569117470134,24.617996604414266,74.77313974591651,74.76635514018692,38.288288288288285,24.59123833981432,40.34359035329297,38.22894168466523,20.718376813330366,28.905821619455555,57.26315789473684,13.892215568862275,61.4899618135845,33.66501745142349,9.473057059463109,34.36522564278098,26.943317903777782,15.199715374930015,50.06870920869332
DeepSeek-R1-0528,80.80808080808082,85.27679623085984,92.38095238095237,92.33833895188478,55.95463137996219,96.57980456026058,77.45222929936305,14.164305949008499,30.107526881720432,1.4267185473411157,22.01761311822744,24.787775891341266,71.14337568058075,75.88785046728971,50.9009009009009,16.64727843254483,58.36370783219158,96.31574549239153,50.0,53.471186825180624,90.94736842105263,76.04790419161678,34.317678758108094,15.885274165267457,22.13903743315508,78.05092186128182,71.79347826086955,42.87020109689214,3.1044776119402986
DeepSeek-R1-Distill-Qwen-1.5B,12.698412698412696,9.069493521790342,-5.1611297433439915,2.953157697128944,-1.1491188727885273,74.7557003257329,3.503184713375794,49.737487797876426,74.43349878504712,-26.231320432907985,56.284790623297475,120.0562175599725,0.0,-3.790543981284287,6.936936936936937,79.8032691506419,53.09327740020734,0.0,67.95082714630983,-28.70828522906249,25.157894736842106,86.10599127304714,52.062386439130805,89.32093821489707,43.600788888003216,118.32706712691125,123.12017872032754,69.51233618508124,11.160849084611087
DeepSeek-R1-Distill-Llama-8B,34.63203463203463,14.958775029446407,23.089437852869473,31.71005552926716,15.575158139961651,83.22475570032572,36.624203821656046,55.02494438744,54.696905440570404,-15.756104436404057,60.0388670549783,108.53938495378449,34.66424682395645,23.64153448328294,18.243243243243242,55.390086223220706,65.17251727557398,14.14686825053996,62.44851882716459,-20.244836184792867,47.78947368421053,71.31277919584439,59.50761060316901,81.49668545952682,49.00321888717863,96.86943059609693,98.76516191298109,54.27160713377474,26.57216845372152
DeepSeek-R1-Distill-Llama-70B,58.00865800865802,64.6643109540636,80.95238095238095,79.80360749906914,50.65083004320289,92.01954397394135,57.5796178343949,44.835089226622436,23.72803484016967,12.42479268678923,55.8270225013896,48.77683068532482,82.79822766196531,65.42056074766356,37.52252252252252,42.94466504182583,41.042831655878985,48.77958143352939,38.70848127409752,40.38651298498385,68.42105263157895,20.83832335329341,63.23538364489356,55.721623074934946,31.379920195974965,50.9371187464671,45.48097712343704,34.45562460593999,41.72540350599625
DeepSeek-V3.2,82.82828282828285,91.87279151943463,91.66666666666667,92.33833895188478,85.06616257088847,96.57980456026058,90.44585987261146,8.498583569405099,46.02150537634409,19.28909481465104,17.661097852028636,37.01188455008489,89.11070780399274,84.11214953271028,71.44144144144144,39.08682448116302,57.74841106026123,83.22909751602029,65.54306616489112,67.23257287014886,92.63157894736842,91.73652694610777,55.810397553516815,48.90316623186491,57.23323580408117,90.25460930640914,84.61956521739128,75.70840950639855,6.208955223880597
DeepSeek-V3.2-Speciale,87.5901875901876,95.28857479387516,93.4676300316382,96.1691694759424,90.73724007561435,97.71986970684038,97.32484076433123,63.948069778377636,57.8494623655914,39.02475027326094,59.221083181456706,66.54736845852047,87.29582577132486,86.91588785046729,85.63063063063063,50.04831224229976,80.23705925631296,72.25824761168104,77.39837589170641,75.07592428333993,95.78947368421052,99.76047904191617,63.400771693082476,55.759880938906335,69.06676060556333,97.57096868598187,88.45108695652173,100.0,28.000000000000004
Qwen3-235B-A22B,66.52236652236651,78.20965842167256,85.26190476190476,84.37021146184492,78.63894139886575,98.04560260586318,74.39490445859873,18.105897867568245,25.225806451612904,1.6861219195849548,28.111392956965016,0.0,86.93284936479128,84.11214953271028,56.57657657657658,26.489132054993732,42.35619313937103,98.38012958963283,43.90243902439025,73.92564756179381,84.94736842105263,55.808383233532936,36.681935506648685,1.986754966887416,11.229946524064172,59.18322384982871,59.6961587296134,51.10406519143778,15.552238805970148
Qwen3-32B,62.626262626262644,72.52061248527679,75.26190476190476,69.35335580753909,38.40152507956136,94.46254071661237,64.5859872611465,77.59983857125225,58.35576967937971,17.33321231299359,88.20773585129592,69.62117852458378,78.22141560798548,74.76635514018692,54.95495495495496,49.08648356101984,76.90238705501082,52.699784017278624,56.7143425180794,58.26385554388865,80.42105263157896,73.44536997344798,66.61781736930922,21.633554083885212,32.195919999383236,87.03749687993682,85.48114155992819,88.19747478352951,48.26919085480098
Qwen3-4B,37.806637806637816,59.48174322732625,49.97619047619047,75.48268464603127,71.50981937803799,96.09120521172638,54.649681528662434,47.618565981610104,46.17906186129163,23.494395729438807,44.7337754601233,89.26397647316483,86.20689655172416,56.074766355140184,39.234234234234236,64.92733755814791,45.55426723616865,9.395248380129589,66.59844965848872,15.100186137774081,72.42105263157895,47.4251497005988,70.35005813226307,114.31503348607583,74.92015331469926,73.08075180189887,70.3047529497786,41.08179514220412,33.3649943057099
Qwen3-0.6B,4.1847041847041835,0.0,1.928571428571434,0.0,-1.1434558995432553,64.49511400651464,0.0,47.264630123129635,68.67451133999117,-19.16298657629052,60.265201923266176,102.847705684663,35.02722323049002,0.0,0.0,92.44130894165309,31.521000107951057,4.319654427645789,56.74224793903941,-9.136893384341342,5.999999999999999,66.44692266161805,53.92097010492802,84.75629571487308,28.30959257550795,106.31775261176224,107.75684589012346,66.32543546835387,17.79890355930355
Qwen3-1.7B,21.789321789321793,25.55948174322732,23.369047619047613,18.418633159669014,1.9539253721406808,90.22801302931597,26.62420382165605,52.90441508689811,63.02291875560354,-21.24051832975833,65.26668136874791,86.38439381664791,59.16515426497278,28.037383177570092,18.01801801801802,58.53857734205648,60.96397559862898,41.68466522678186,54.73105878411478,7.748168420351888,45.578947368421055,79.40509784184839,49.0568071689636,42.54583167907723,22.257085765649823,103.8165758196127,107.11412200684232,75.15934941660065,18.504192894915
Qwen3-8B,55.266955266955264,61.484098939929325,59.26190476190476,49.019307385841245,29.83797139871573,91.20521172638436,45.477707006369435,47.40984148389208,59.2963180417605,-4.4916540436723675,57.6727661789078,54.089080810363676,72.77676950998185,69.1588785046729,47.2972972972973,44.85591529915046,64.30455762330189,77.21382289416847,52.768362897352375,49.94259008124631,74.73684210526316,82.44675251593823,45.08960246975581,18.15762931237545,21.33329921323871,93.10136094628879,96.12868660155254,82.07403945389429,14.700864446460173
Qwen3-14B,56.27705627705628,67.02002355712602,69.16666666666666,55.60833588722035,28.849839889895097,92.83387622149836,54.394904458598724,49.616648790136864,57.55152217618879,-2.483117600007633,62.563116092617506,44.54895103455682,72.82765125092739,74.76635514018692,49.549549549549546,42.37095015274384,64.4475508334538,87.47300215982722,48.48469806372426,62.33795233176012,73.6842105263158,79.92365253381038,44.74011174160747,4.378645995843044,13.08621154921211,89.8424677787587,92.18786444384688,85.89566012569837,17.918604407219544
Qwen3-30B-A3B,58.87445887445887,82.3321554770318,69.95238095238093,86.05577689243029,44.75316214376668,94.46254071661237,68.40764331210191,35.18128355407414,47.608743503887474,1.497019578723176,45.78860905268291,29.323845518461997,88.92921960072597,69.1588785046729,52.88288288288288,36.729537149643065,54.50711316775882,93.41252699784017,44.92709356844822,68.56256507680936,76.84210526315789,66.46706586826349,41.23014634309639,9.080353417952956,16.664995093417232,77.37372349283278,79.09983508302102,71.5923804939368,10.81552634977151
QwQ-32B,58.00865800865802,41.10718492343934,64.28571428571429,57.094698130554704,13.23251417769376,85.66775244299671,48.025477707006374,52.998701352688684,25.41491818480282,-14.19285390757125,69.49653480746503,56.59805712134791,72.77676950998185,61.6822429906542,23.243243243243242,24.293145727476844,64.17406420717354,60.90712742980562,34.17751833742907,21.287957482995687,78.42105263157895,37.84431137724551,55.762350534949434,20.128563570925124,11.69921471064968,63.89386080212095,61.67131893223179,44.14430479870937,40.158428014652436
Qwen3.5-397B-A17B,91.4862914862915,94.11071849234393,87.14285714285714,96.62886913882929,91.49338374291116,97.71986970684038,90.828025477707,34.98110665902333,60.86021505376344,19.819514453695657,30.319701292881184,37.01188455008489,95.6442831215971,87.85046728971963,63.06306306306306,34.095045283704074,85.57323093801429,87.79771503521478,68.34381754648174,67.89442747421664,93.6842105263158,94.59274421364739,45.16718138848667,40.977651154280906,57.952598674612986,86.75039854852608,91.00638039134644,76.77243905500893,2.444924921661329
Kimi K2,72.29437229437228,40.51825677267373,89.28571428571429,95.55623659209316,71.4555765595463,96.742671009772,52.73885350318473,-1.7252896841499776,2.150537634408602,-5.1192260673527965,0.19283038710630507,30.220713073005097,90.56261343012704,74.76635514018692,44.14414414414414,22.371364653243848,27.322095559892315,53.99568034557236,35.11782729372788,14.574780058651035,67.99999999999999,27.4251497005988,37.76758409785933,71.7151667107772,43.97708018479192,35.399902347870366,33.40330890774583,-7.30336892761504,4.712106484261657
Kimi K2 Thinking,87.5901875901876,93.52179034157834,92.85716426530496,91.72540606803554,81.85255198487712,96.09120521172638,89.55414012738854,39.21653525439463,88.60215053763442,22.714331975991172,38.66348448687351,37.01188455008489,89.44925526484396,87.85046728971963,60.810810810810814,48.924866592891156,58.59071642419151,101.42326405357774,60.11180392382664,97.84819684711064,93.6842105263158,88.02395209580838,49.847094801223236,15.231464495405703,12.29946524064171,80.47995317529997,93.58695652173913,94.28702010968922,0.0
Kimi K2.5,90.33189033189032,95.28857479387516,95.23809523809524,95.55623659209316,92.24952741020793,97.71986970684038,92.61146496815287,65.1558073654391,100.0,45.39559014267186,73.74701670644392,53.989813242784386,90.92558983666062,93.45794392523365,69.81981981981981,76.06263982102908,80.08776741634671,70.86124215554139,78.68989582628333,91.52941768896088,95.89473684210526,95.20958083832335,61.314984709480115,57.67535188487372,69.3048128342246,95.11267193444542,92.30978260869561,92.84734917733091,26.417910447761194
