model_name,GPQA Diamond,AIME 2025,MMLU,MMLU-Pro,SWE-bench Verified,MATH-500,LiveCodeBench,FrontierMath,HLE (Humanity's Last Exam),ARC-AGI-2,BrowseComp,SimpleQA,IFEval,HumanEval,Codeforces Rating,OSWorld,MMMU,MMMU-Pro,Arena-Hard Auto,Chatbot Arena Elo,SWE-bench Pro,AIME 2024,HMMT Feb 2025,Tau-Bench Retail,CritPt,GSM8K,Terminal-Bench 2.0,Terminal-Bench 1.0,ARC-AGI-1,BRUMO 2025,SMT 2025,HMMT Nov 2025,CMIMC 2025,MathArena Apex 2025,LiveBench
GPT-5.3-Codex,80.80808080808082,92.93286219081273,100.0,,54.44234404536861,94.46254071661237,92.61146496815287,,,,,,94.55535390199637,89.7196261682243,,82.10290827740492,83.9593460008838,,,,100.0,,,,,100.0,94.18960244648318,,,,,,,,
Claude 3.7 Sonnet,86.2914862914863,44.28739693757361,88.0952380952381,81.61201348452346,64.83931947069942,94.78827361563518,67.13375796178345,0.0,,1.297016861219196,,21.73174872665535,96.73321234119781,91.58878504672897,37.83783783783784,0.0,29.164825452938558,,64.14686825053997,20.73170731707317,8.50439882697948,78.94736842105263,,55.601659751037346,,,,65.12141280353202,30.425531914893618,0.0,0.0,,,,
Claude Sonnet 4,72.72727272727275,72.08480565371025,82.14285714285714,90.34630707937481,84.49905482041586,91.20521172638436,46.11464968152867,,4.516129032258064,7.652399481193256,,4.584040747028865,86.5698729582577,80.37383177570094,,31.319910514541384,41.53778170570043,,50.86393088552916,,58.6510263929619,40.421052631578945,0.0,52.69709543568464,,,54.12844036697247,67.77041942604858,42.5531914893617,,,,,,
Claude Opus 4,84.12698412698413,88.22143698468787,87.6190476190476,94.79007048728164,97.16446124763706,91.85667752442997,44.71337579617834,14.164305949008499,7.311827956989246,11.154345006485086,,16.298811544991516,90.38112522686025,,48.91891891891892,22.81879194630873,50.817498895271775,,59.61123110151188,,38.41642228739003,74.21052631578948,0.0,56.43153526970956,1.6949152542372883,,61.314984709480115,73.50993377483444,37.97872340425533,,,,,,
Claude Opus 4.1,80.66378066378068,40.63604240282685,87.6190476190476,96.81274900398407,87.9017013232514,,64.84076433121021,28.328611898016998,67.31182795698925,,,51.44312393887947,,89.7196261682243,,36.6890380313199,,,,,0.0,,,,,,53.36391437308868,84.10596026490066,,,,,,,29.967426710097726
Claude Sonnet 4.5,84.27128427128429,84.68786808009423,82.14285714285714,96.1691694759424,93.00567107750472,94.13680781758957,70.95541401273886,,34.6236559139785,17.639429312581065,,57.38539898132428,88.2032667876588,74.76635514018692,30.63063063063063,74.72035794183445,56.56208572691118,15.384615384615369,,,61.290322580645174,87.36842105263158,75.80838323353294,76.34854771784232,,,60.70336391437308,100.0,67.76595744680851,73.16359379572724,74.34782608695649,,37.15722120658135,4.656716417910448,27.361563517915325
Claude Haiku 4.5,80.66378066378068,95.64193168433451,71.42857142857143,77.01501685565431,85.63327032136105,85.01628664495114,50.57324840764332,,,5.188067444876784,,,81.85117967332123,86.91588785046729,,50.782997762863545,,,,,49.12023460410559,,,,,,38.532110091743114,,50.744680851063826,,,,,,0.0
Claude Opus 4.5,89.46608946608947,91.51943462897526,92.38095238095237,84.67667790376954,100.0,76.5472312703583,70.95541401273886,45.3257790368272,72.90322580645162,48.76783398184177,56.801909307875874,99.83022071307302,90.92558983666062,93.6448598130841,57.207207207207205,85.68232662192392,69.37693327441451,,,79.26829268292683,68.0058651026393,89.47368421052632,92.21556886227545,87.55186721991701,,,83.63914373088684,,85.1063829787234,,,,,,100.0
Claude Opus 4.6,95.67099567099568,100.0,92.38095238095237,87.74134232301563,99.81096408317579,89.57654723127035,81.14649681528662,99.1501416430595,78.06451612903224,89.23476005188068,95.46539379474939,99.83022071307302,98.18511796733212,93.45794392523365,83.33333333333333,100.0,53.026955368979245,66.30036630036629,,100.0,96.48093841642232,,,100.0,71.1864406779661,,91.43730886850152,,100.0,,,,,,
Claude Sonnet 4.6,70.85137085137085,96.46643109540636,90.47619047619048,84.67667790376954,97.54253308128541,95.27687296416937,78.59872611464968,84.985835694051,73.76344086021504,78.33981841763944,81.14558472553698,93.03904923599322,94.55535390199637,89.7196261682243,54.5045045045045,99.55257270693512,40.65399911621743,56.043956043956044,,,74.78005865102642,,,87.9668049792531,,,85.6269113149847,,58.51063829787234,,,,,,
Gemini 2.0 Flash,70.99567099567099,,58.09523809523811,79.16028194912658,26.46502835538752,74.7557003257329,41.91082802547771,,,1.297016861219196,,23.4295415959253,72.77676950998185,70.28037383177569,,,25.18780380026515,,49.13606911447084,,,71.89473684210526,,,,,,,,,,,,,
Gemini 2.5 Pro,85.13708513708514,84.33451118963487,89.99999999999999,93.25773827765859,67.67485822306237,96.57980456026058,74.0127388535032,0.0,32.473118279569896,6.355382619974061,,67.402376910017,92.37749546279491,,54.0990990990991,,73.79584622182945,,93.19654427645789,60.36585365853659,,91.57894736842105,79.76047904191616,,11.299435028248588,,45.10703363914373,43.267108167770424,43.61702127659574,70.7345624817091,76.92934782608694,0.0,17.161791590493614,1.492537313432836,42.34527687296416
Gemini 2.5 Flash,76.91197691197692,67.02002355712602,78.57142857142857,86.36224333435489,67.67485822306237,93.15960912052117,65.73248407643311,,25.59139784946236,3.2425421530479897,,25.29711375212225,80.58076225045372,84.48598130841121,53.828828828828826,,37.56076005302696,,85.74514038876892,,,87.36842105263158,57.84431137724551,,6.214689265536724,,21.10091743119266,24.503311258278153,35.42553191489361,51.214515657009066,51.27717391304347,,0.0,,7.817589576547249
Gemma 3 27B,25.108225108225106,,59.2857142857143,65.52252528348147,7.561436672967863,65.14657980456026,22.165605095541398,,,,,14.940577249575556,69.1470054446461,80.0,,,,,70.62634989200865,0.0,,17.894736842105264,,,,82.9992387718853,,,,,,,,,
Gemini 3 Pro,96.53679653679656,94.11071849234393,94.76190476190474,99.69353355807539,91.11531190926274,96.57980456026058,85.85987261146498,93.4844192634561,72.68817204301074,40.337224383917,100.00000000000001,100.0,90.92558983666062,89.7196261682243,77.11711711711712,60.402684563758385,99.46973044631025,79.85347985347984,,99.39024390243902,60.41055718475074,96.84210526315789,97.72455089820359,85.89211618257261,51.41242937853107,,82.26299694189602,,79.7872340425532,95.11267193444542,100.0,91.42661179698216,89.99085923217552,69.85074626865672,91.53094462540719
Gemini 3 Flash,94.37229437229439,88.69257950530036,94.76190476190474,97.83941158443152,94.5179584120983,,100.0,70.8215297450425,64.51612903225808,43.57976653696498,73.98568019093078,79.45670628183363,87.65880217785843,,58.55855855855856,49.21700223713646,100.0,80.5860805860806,,82.3170731707317,34.98533724340177,92.63157894736842,,58.92116182572613,,,74.31192660550458,,90.1063829787234,100.0,98.69565217391303,91.42661179698216,91.4076782449726,46.62686567164179,88.27361563517917
Gemini 3.1 Pro,100.0,100.0,96.66666666666666,99.23383389518848,99.43289224952738,98.53420195439739,88.78980891719745,99.1501416430595,87.5268817204301,100.0,100.00000000000001,100.0,89.47368421052632,93.45794392523365,85.58558558558559,98.43400447427292,99.42554131683607,78.02197802197801,,92.6829268292683,92.37536656891498,97.89473684210526,,94.1908713692946,100.0,,100.0,,95.74468085106383,,,,,100.0,
Llama 4 Scout,46.46464646464647,,86.9047619047619,75.94238430891816,,73.28990228013029,26.114649681528658,,,0.0,,,74.59165154264973,57.94392523364486,,,19.443216968625748,,72.89416846652269,7.317073170731708,,,,,,78.68561278863231,,,0.5319148936170213,,,,,,
Llama 4 Maverick,64.64646464646465,,87.14285714285714,85.44284400858106,34.97164461247637,81.5960912052117,39.617834394904456,,,0.0,,11.544991511035658,80.03629764065336,69.1588785046729,,,37.118868758285494,,74.51403887688986,48.170731707317074,,49.473684210526315,,,0.0,,,21.633554083885212,4.680851063829788,,,,,,
Llama 4 Behemoth,70.27417027417027,,90.95238095238096,88.04780876494024,51.03969754253308,92.83387622149836,47.26114649681528,,,,,52.29202037351444,83.66606170598911,74.76635514018692,,,49.04993371630578,,,,,70.52631578947368,,,,,,,,,,,,,
Grok 3 Beta,86.00288600288599,92.10836277974087,85.71428571428571,84.52344468280724,38.7523629489603,99.67426710097719,85.47770700636944,,31.182795698924732,0.0,,30.220713073005097,80.03629764065336,79.06542056074767,,,,,,39.02439024390244,,92.94736842105263,,,,,,26.048565121412807,5.851063829787234,,,,,,
Grok 4,90.9090909090909,88.92815076560659,100.0,95.40300337113086,86.01134215500944,97.71986970684038,85.47770700636944,22.6628895184136,43.655913978494624,20.622568093385215,,59.083191850594226,89.47368421052632,80.37383177570094,85.94594594594595,44.742729306487696,44.18912947414937,0.0,,77.4390243902439,69.79472140762465,93.6842105263158,88.74251497005987,,,,30.58103975535168,73.50993377483444,70.85106382978722,85.36728124085455,79.48369565217388,74.2798353909465,75.70840950639855,6.208955223880597,
Grok 4.1,95.23809523809524,92.93286219081273,,92.79803861477167,96.40831758034025,98.53420195439739,88.78980891719745,93.4844192634561,87.5268817204301,54.47470817120623,,70.96774193548389,92.74047186932849,93.45794392523365,83.33333333333333,53.69127516778523,,79.85347985347984,,88.41463414634147,,,,,,,,,,92.68364062042727,76.0869565217391,91.42661179698216,77.14808043875686,15.552238805970148,47.8827361563518
DeepSeek-R1,67.0995670995671,64.6643109540636,92.38095238095237,90.80600674226173,40.07561436672968,96.57980456026058,68.28025477707007,,10.32258064516129,1.6861219195849548,,28.692699490662147,78.76588021778583,95.51401869158877,55.36036036036036,,,,94.81641468682506,26.829268292682926,,78.73684210526316,30.898203592814376,,6.214689265536724,95.68637401674701,,0.0,15.957446808510639,43.89815627743634,26.929347826086964,,,,
DeepSeek-V3,49.20634920634921,28.386336866902237,86.9047619047619,78.39411584431505,26.46502835538752,85.01628664495114,34.267515923566876,,,,,19.864176570458408,83.84754990925589,37.757009345794394,15.045045045045045,,,,87.47300215982722,26.829268292682926,,36.00000000000001,,,,75.38695762496828,,,,,,,,,
DeepSeek-V3-0324,62.626262626262644,37.22025912838633,89.04761904761907,86.5154765553172,20.415879017013225,91.20521172638436,47.0063694267516,,3.225806451612903,,,24.617996604414266,74.77313974591651,74.76635514018692,38.288288288288285,,,,38.22894168466523,,,57.26315789473684,13.892215568862275,,,,,,,,,,,,
DeepSeek-R1-0528,80.80808080808082,85.27679623085984,92.38095238095237,92.33833895188478,55.95463137996219,96.57980456026058,77.45222929936305,14.164305949008499,30.107526881720432,1.4267185473411157,,24.787775891341266,71.14337568058075,75.88785046728971,50.9009009009009,,,,,50.0,,90.94736842105263,76.04790419161678,,,,,,22.5531914893617,78.05092186128182,71.79347826086955,,42.87020109689214,3.1044776119402986,
DeepSeek-R1-Distill-Qwen-32B,53.535353535353536,67.72673733804474,,,,91.69381107491856,57.19745222929937,,,,,,,69.1588785046729,40.13513513513514,,,,,,,71.1578947368421,,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-14B,49.20634920634921,,,,,91.04234527687296,51.974522292993626,,,,,,,,30.675675675675677,,,,,,,68.10526315789474,,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-7B,34.77633477633478,,,,,89.25081433224754,32.22929936305732,,,,,,,,17.52252252252252,,,,,,,53.1578947368421,,,,,,,,,,,,,
DeepSeek-R1-Distill-Qwen-1.5B,12.698412698412696,9.069493521790342,,,,74.7557003257329,3.503184713375794,,,,,,0.0,,6.936936936936937,,,,0.0,,,25.157894736842106,,,,,,,,,,,,,
DeepSeek-R1-Distill-Llama-8B,34.63203463203463,14.958775029446407,,,,83.22475570032572,36.624203821656046,,,,,,34.66424682395645,,18.243243243243242,,,,14.14686825053996,,,47.78947368421053,,,,,,,,,,,,,
DeepSeek-R1-Distill-Llama-70B,58.00865800865802,64.6643109540636,80.95238095238095,,,92.01954397394135,57.5796178343949,,,,,,,65.42056074766356,37.52252252252252,,,,,,,68.42105263157895,20.83832335329341,,,,,,,,,,,,
DeepSeek-V3.2,82.82828282828285,91.87279151943463,91.66666666666667,92.33833895188478,85.06616257088847,96.57980456026058,90.44585987261146,8.498583569405099,46.02150537634409,,17.661097852028636,37.01188455008489,89.11070780399274,84.11214953271028,71.44144144144144,,,79.85347985347984,,,,92.63157894736842,91.73652694610777,,,,55.810397553516815,,,90.25460930640914,84.61956521739128,80.00685871056243,75.70840950639855,6.208955223880597,55.04885993485343
DeepSeek-V3.2-Speciale,87.5901875901876,95.28857479387516,,96.1691694759424,90.73724007561435,97.71986970684038,97.32484076433123,,57.8494623655914,,,,87.29582577132486,86.91588785046729,85.63063063063063,,,,,,,95.78947368421052,99.76047904191617,,,,,,,97.57096868598187,88.45108695652173,91.42661179698216,100.0,28.000000000000004,
Qwen3-235B-A22B,66.52236652236651,78.20965842167256,85.26190476190476,84.37021146184492,78.63894139886575,98.04560260586318,74.39490445859873,,25.225806451612904,1.6861219195849548,,0.0,86.93284936479128,84.11214953271028,56.57657657657658,,,,98.38012958963283,43.90243902439025,,84.94736842105263,55.808383233532936,,,88.3024613042375,,1.986754966887416,11.702127659574469,,,,,15.552238805970148,
Qwen3-32B,62.626262626262644,72.52061248527679,75.26190476190476,69.35335580753909,,94.46254071661237,64.5859872611465,,,,,,78.22141560798548,74.76635514018692,54.95495495495496,,,,52.699784017278624,,,80.42105263157896,,,,85.7904085257549,,21.633554083885212,,,,,,,
Qwen3-4B,37.806637806637816,59.48174322732625,49.97619047619047,75.48268464603127,,96.09120521172638,54.649681528662434,,,,,,86.20689655172416,56.074766355140184,39.234234234234236,,,,9.395248380129589,,,72.42105263157895,47.4251497005988,,,71.55544278102006,,,,,,,,,
Qwen3-0.6B,4.1847041847041835,0.0,1.928571428571434,0.0,,64.49511400651464,0.0,,,,,,35.02722323049002,0.0,0.0,,,,4.319654427645789,,,5.999999999999999,,,,0.0,,,,,,,,,
Qwen3-1.7B,21.789321789321793,25.55948174322732,23.369047619047613,18.418633159669014,,90.22801302931597,26.62420382165605,,,,,,59.16515426497278,28.037383177570092,18.01801801801802,,,,41.68466522678186,,,45.578947368421055,,,,40.21821872621161,,,,,,,,,
Qwen3-8B,55.266955266955264,61.484098939929325,59.26190476190476,49.019307385841245,,91.20521172638436,45.477707006369435,,,,,,72.77676950998185,69.1588785046729,47.2972972972973,,,,77.21382289416847,,,74.73684210526316,,,,76.75716823141336,,,,,,,,,
Qwen3-14B,56.27705627705628,67.02002355712602,69.16666666666666,55.60833588722035,,92.83387622149836,54.394904458598724,,,,,,,74.76635514018692,49.549549549549546,,,,87.47300215982722,,,73.6842105263158,,,,83.48134991119004,,,,,,,,,
Qwen3-30B-A3B,58.87445887445887,82.3321554770318,69.95238095238093,86.05577689243029,,94.46254071661237,68.40764331210191,,,,,,88.92921960072597,69.1588785046729,52.88288288288288,,,,93.41252699784017,,,76.84210526315789,66.46706586826349,,,81.75589951788886,,,,,,,,,
QwQ-32B,58.00865800865802,41.10718492343934,64.28571428571429,57.094698130554704,13.23251417769376,85.66775244299671,48.025477707006374,,,,,,72.77676950998185,61.6822429906542,23.243243243243242,,,,60.90712742980562,,,78.42105263157895,37.84431137724551,,,,,,,,,,,,
Qwen3.5-397B-A17B,91.4862914862915,94.11071849234393,87.14285714285714,96.62886913882929,91.49338374291116,97.71986970684038,90.828025477707,,60.86021505376344,,,37.01188455008489,95.6442831215971,87.85046728971963,63.06306306306306,,88.37825894829874,,,,,93.6842105263158,,,,,,,,,,,,,
Kimi K2,72.29437229437228,40.51825677267373,89.28571428571429,95.55623659209316,71.4555765595463,96.742671009772,52.73885350318473,,2.150537634408602,,,30.220713073005097,90.56261343012704,74.76635514018692,44.14414414414414,22.371364653243848,,,53.99568034557236,,14.574780058651035,67.99999999999999,27.4251497005988,,,,37.76758409785933,,,,,,,,
Kimi K2 Thinking,87.5901875901876,93.52179034157834,,91.72540606803554,81.85255198487712,96.09120521172638,89.55414012738854,,88.60215053763442,,38.66348448687351,37.01188455008489,,87.85046728971963,60.810810810810814,,,,,,,93.6842105263158,88.02395209580838,,,,49.847094801223236,,12.76595744680851,80.47995317529997,93.58695652173913,77.16049382716051,94.28702010968922,0.0,
Kimi K2.5,90.33189033189032,95.28857479387516,95.23809523809524,95.55623659209316,92.24952741020793,97.71986970684038,92.61146496815287,65.1558073654391,100.0,45.39559014267186,73.74701670644392,53.989813242784386,90.92558983666062,93.45794392523365,69.81981981981981,76.06263982102908,83.9593460008838,70.6959706959707,,,,95.89473684210526,95.20958083832335,,,,61.314984709480115,,69.46808510638297,95.11267193444542,92.30978260869561,77.16049382716051,92.84734917733091,26.417910447761194,
GLM-4.6,87.5901875901876,76.44287396937574,78.57142857142857,84.67667790376954,75.61436672967864,,73.5031847133758,,45.376344086021504,,,,76.4065335753176,69.1588785046729,,,,,,,,,,,,,32.7217125382263,,,,,,,,
GLM-4.7,87.5901875901876,94.93521790341579,90.71428571428571,93.87067116150781,86.57844990548203,,92.48407643312103,42.4929178470255,84.08602150537634,,50.11933174224343,31.918505942275047,,,,,,,,65.2439024390244,,,97.24550898203591,,,,46.33027522935779,,,,,,,,41.69381107491858
Doubao Seed 2.0 Pro,92.20779220779222,97.99764428739694,90.47619047619048,96.93533558075391,91.68241965973534,,96.43312101910828,,78.06451612903224,,79.47494033412886,,88.2032667876588,87.85046728971963,100.0,,90.14582412726473,,,,,98.21052631578948,,,,,80.58103975535167,,,,,,,,
Mistral Small 3.1,20.202020202020204,,68.14285714285715,64.38859944836041,0.0,70.03257328990227,22.547770700636942,,,,,8.149405772495758,77.76769509981851,82.22429906542054,,,,,,,,17.894736842105264,,,,,,,,,,,,,
Mistral Medium 3,62.04906204906205,,83.33333333333333,72.41802022678517,7.561436672967863,86.31921824104234,37.8343949044586,,,,,20.0339558573854,83.66606170598911,88.03738317757008,,,,,100.0,,,,,,,,,,,,,,,,
Mistral Large 3,27.27272727272727,82.3321554770318,79.76190476190476,74.11890897946674,75.61436672967864,90.55374592833874,68.40764331210191,,,,,28.522920203735147,83.66606170598911,87.85046728971963,33.78378378378378,,,,,48.78048780487805,,50.8421052631579,,,,,,,,,,,,,
Phi-4,44.87734487734488,,78.09523809523809,66.28869138829299,,69.05537459283389,33.37579617834395,,,,,3.0560271646859096,71.50635208711434,70.28037383177569,,,,,76.56587473002162,,,13.68421052631579,,,,,,,,,,,,,
Phi-4-reasoning-plus,63.924963924963926,73.73380447585394,,72.41802022678517,7.561436672967863,95.11400651465799,71.97452229299363,,,,,,76.4065335753176,80.37383177570094,31.53153153153153,,,,80.45356371490281,,,68.42105263157895,45.1497005988024,,,,,,,,,,,,
Nemotron Ultra 253B,73.60750360750362,67.60895170789163,83.33333333333333,78.54734906527736,37.80718336483932,96.09120521172638,68.80254777070064,,24.301075268817204,,,37.01188455008489,89.92740471869328,87.85046728971963,42.792792792792795,,,,95.24838012958963,,,,,,,,,,,,,,,,
Amazon Nova Pro,31.601731601731604,,80.71428571428572,,,58.63192182410423,,,,,,,72.77676950998185,61.6822429906542,,,,,,,,,,,,,,,,,,,,,
Amazon Nova Premier,43.29004329004329,,84.28571428571429,,27.221172022684303,71.66123778501628,,,,,,,76.4065335753176,65.42056074766356,,,0.0,,,,,,,,,,,,,,,,,,
Command A,28.860028860028862,,79.76190476190476,59.39319644498928,18.90359168241966,68.40390879478826,20.0,,,,,31.918505942275047,80.58076225045372,70.84112149532712,,,,,72.89416846652269,,,26.31578947368421,,,,,,,,,,,,,
EXAONE 4.0 32B,72.72727272727275,82.68551236749116,76.19047619047619,87.43487588109102,32.13610586011342,95.11400651465799,76.81528662420382,,,,,28.522920203735147,87.29582577132486,84.48598130841121,38.288288288288285,,,,81.53347732181426,,,70.63157894736841,68.26347305389223,,,,,,,,,,,,
MiniMax-M2,76.47907647907648,74.44051825677266,83.33333333333333,87.74134232301563,78.2608695652174,96.09120521172638,90.06369426751593,,18.9247311827957,,0.0,45.50084889643464,87.29582577132486,84.11214953271028,40.54054054054054,,44.18912947414937,,,42.68292682926829,27.27272727272728,63.1578947368421,,,,,41.13149847094801,80.13245033112582,,,,,,,
OLMo 2 13B,0.0,,36.904761904761905,15.874961691694761,,0.0,7.261146496815285,,,,,,50.99818511796733,18.69158878504673,,,,,,,,0.0,,,,,,,,,,,,,
LFM2.5-1.2B-Thinking,18.556998556998558,19.587750294464076,0.0,38.170395341710076,,81.36807817589575,12.35668789808917,,,,,,88.05807622504537,18.69158878504673,,,,,,,,,,,,,,,,,,,,,
Phi-4-mini,7.792207792207791,,36.42857142857142,42.99724180202268,,60.260586319218234,20.0,,,,,,58.25771324863884,54.95327102803739,,,,,,,,,,,,73.61075869068763,,,,,,,,,
Falcon3-10B-Instruct,7.2150072150072155,,50.23809523809523,27.214220042905303,,39.08794788273615,12.35668789808917,,,,,,69.45553539019964,50.467289719626166,,,,,,,,3.1578947368421053,,,,,,,,,,,,,
InternLM3-8B-Instruct,17.89321789321789,,58.57142857142856,41.77137603432424,,73.28990228013029,25.095541401273884,,,,,,71.50635208711434,69.7196261682243,,,,,,,,7.368421052631579,,,,,,,,,,,,,
Seed-Thinking-v1.5,75.46897546897547,69.37573616018845,83.33333333333333,95.40300337113086,45.368620037807176,92.83387622149836,67.0063694267516,,39.354838709677416,,,37.01188455008489,86.20689655172416,84.11214953271028,,,,,,,,86.0,,,,,,,,,,,,,
