model_name,GPQA Diamond,AIME 2025,MMLU,MMLU-Pro,SWE-bench Verified,MATH-500,LiveCodeBench,FrontierMath,HLE (Humanity's Last Exam),ARC-AGI-2,BrowseComp,SimpleQA,IFEval,HumanEval,Codeforces Rating,OSWorld,MMMU,Arena-Hard Auto,Chatbot Arena Elo,SWE-bench Pro,AIME 2024,HMMT Feb 2025,Terminal-Bench 2.0,Terminal-Bench 1.0,ARC-AGI-1,BRUMO 2025,SMT 2025,CMIMC 2025,MathArena Apex 2025
GPT-5.3-Codex,79.96987951807228,92.93286219081273,100.0,,54.44234404536861,84.40366972477062,92.61146496815287,,,,,,91.62011173184356,89.7196261682243,,82.10290827740492,80.08776741634671,,,100.0,,,94.18960244648318,,,,,,
Claude 3.7 Sonnet,85.69277108433734,44.28739693757361,87.86113134255888,81.61201348452346,64.83931947069942,85.3211009174312,67.13375796178345,0.0,,1.297016861219196,,21.73174872665535,94.97206703910615,91.58878504672897,37.83783783783784,0.0,12.068019747668622,62.528216704288944,20.73170731707317,8.50439882697948,77.60358342665174,,,65.12141280353202,30.053475935828878,0.0,0.0,,
Claude Sonnet 4,71.53614457831326,72.08480565371025,81.79169701383832,90.34630707937481,84.49905482041586,75.22935779816513,46.11464968152867,,4.516129032258064,7.652399481193256,,4.584040747028865,79.32960893854747,80.37383177570094,,31.319910514541384,27.42731760833792,48.645598194130926,,58.6510263929619,36.61814109742442,0.0,54.12844036697247,67.77041942604858,42.24598930481283,,,,
Claude Opus 4,83.43373493975903,88.22143698468787,87.37557659626123,94.79007048728164,97.16446124763706,77.06422018348626,44.71337579617834,14.164305949008499,7.311827956989246,11.154345006485086,,16.298811544991516,85.19553072625699,,48.91891891891892,22.81879194630873,38.94679100383981,57.787810383747185,,38.41642228739003,72.56438969764838,0.0,61.314984709480115,73.50993377483444,37.64705882352942,,,,
Claude Opus 4.1,79.81927710843374,40.63604240282685,87.37557659626123,96.81274900398407,87.9017013232514,,64.84076433121021,28.328611898016998,67.31182795698925,,,51.44312393887947,,89.7196261682243,,36.6890380313199,,,,0.0,,,53.36391437308868,84.10596026490066,,,,,
Claude Sonnet 4.5,83.5843373493976,84.68786808009423,81.79169701383832,96.1691694759424,93.00567107750472,83.48623853211006,70.95541401273886,,34.6236559139785,17.639429312581065,,57.38539898132428,81.8435754189944,74.76635514018692,30.63063063063063,74.72035794183445,46.077893582007654,,,61.290322580645174,86.56215005599104,75.80838323353294,60.70336391437308,100.0,67.59358288770053,73.16359379572724,74.34782608695649,37.15722120658135,4.656716417910448
Claude Haiku 4.5,79.81927710843374,95.64193168433451,70.8667152221413,77.01501685565431,85.63327032136105,57.79816513761469,50.57324840764332,,,5.188067444876784,,,72.06703910614524,86.91588785046729,,50.782997762863545,,,,49.12023460410559,,,38.532110091743114,,50.481283422459896,,,,
Claude Opus 4.5,89.00602409638553,91.51943462897526,92.23112405923767,84.67667790376954,100.0,33.94495412844037,70.95541401273886,45.3257790368272,72.90322580645162,48.76783398184177,56.801909307875874,99.83022071307302,86.03351955307262,93.6448598130841,57.207207207207205,85.68232662192392,61.985737794843686,,79.26829268292683,68.0058651026393,88.80179171332587,92.21556886227545,83.63914373088684,,85.02673796791444,,,,
Claude Opus 4.6,95.48192771084337,100.0,92.23112405923767,87.74134232301563,99.81096408317579,70.64220183486236,81.14649681528662,99.1501416430595,78.06451612903224,89.23476005188068,95.46539379474939,99.83022071307302,97.20670391061452,93.45794392523365,83.33333333333333,100.0,41.689522764673605,,100.0,96.48093841642232,,,91.43730886850152,,100.0,,,,
Claude Sonnet 4.6,69.57831325301204,96.46643109540636,90.28890507404711,84.67667790376954,97.54253308128541,86.69724770642199,78.59872611464968,84.985835694051,73.76344086021504,78.33981841763944,81.14558472553698,93.03904923599322,91.62011173184356,89.7196261682243,54.5045045045045,99.55257270693512,26.33022490400439,,,74.78005865102642,,,85.6269113149847,,58.288770053475936,,,,
Gemini 2.0 Flash,69.72891566265059,,57.271182325807246,79.16028194912658,26.46502835538752,28.899082568807376,41.91082802547771,,,1.297016861219196,,23.4295415959253,58.10055865921787,70.28037383177569,,,7.131102578167844,46.83972911963883,,,70.10078387458006,,,,,,,,
Gemini 2.5 Pro,84.48795180722891,84.33451118963487,89.80335032774944,93.25773827765859,67.67485822306237,90.36697247706418,74.0127388535032,0.0,32.473118279569896,6.355382619974061,,67.402376910017,88.268156424581,,54.0990990990991,,67.47120131651127,92.88939051918736,60.36585365853659,,91.0414333706607,79.76047904191616,45.10703363914373,43.267108167770424,43.31550802139037,70.7345624817091,76.92934782608694,17.161791590493614,1.492537313432836
Gemini 2.5 Flash,75.90361445783132,67.02002355712602,78.15003641660597,86.36224333435489,67.67485822306237,80.73394495412845,65.73248407643311,,25.59139784946236,3.2425421530479897,,25.29711375212225,70.11173184357541,84.48598130841121,53.828828828828826,,22.490400438837064,85.1015801354402,,,86.56215005599104,57.84431137724551,21.10091743119266,24.503311258278153,35.080213903743314,51.214515657009066,51.27717391304347,0.0,
Gemma 3 27B,21.83734939759036,,58.48506919155136,65.52252528348147,7.561436672967863,1.834862385321126,22.165605095541398,,,,,14.940577249575556,52.513966480446925,80.0,,,,69.30022573363432,0.0,,12.65397536394177,,,,,,,,
Gemini 3 Pro,96.38554216867469,94.11071849234393,94.6588977907259,99.69353355807539,91.11531190926274,90.36697247706418,85.85987261146498,93.4844192634561,72.68817204301074,40.337224383917,100.00000000000001,100.0,86.03351955307262,89.7196261682243,77.11711711711712,60.402684563758385,99.34174437739995,,99.39024390243902,60.41055718475074,96.64053751399776,97.72455089820359,82.26299694189602,,79.67914438502673,95.11267193444542,100.0,89.99085923217552,69.85074626865672
Gemini 3 Flash,94.12650602409639,88.69257950530036,94.6588977907259,97.83941158443152,94.5179584120983,,100.0,70.8215297450425,64.51612903225808,43.57976653696498,73.98568019093078,79.45670628183363,81.00558659217877,,58.55855855855856,49.21700223713646,100.0,,82.3170731707317,34.98533724340177,92.16125419932811,,74.31192660550458,,90.05347593582887,100.0,98.69565217391303,91.4076782449726,46.62686567164179
Gemini 3.1 Pro,100.0,100.0,96.60111677591647,99.23383389518848,99.43289224952738,95.87155963302749,88.78980891719745,99.1501416430595,87.5268817204301,100.0,100.00000000000001,100.0,83.79888268156425,93.45794392523365,85.58558558558559,98.43400447427292,99.28688974218325,,92.6829268292683,92.37536656891498,97.76035834266517,,100.0,,95.72192513368984,,,,100.0
Llama 4 Scout,44.126506024096386,,86.64724447681476,75.94238430891816,,24.770642201834875,26.114649681528658,,,0.0,,,60.893854748603346,57.94392523364486,,,0.0,71.6704288939052,7.317073170731708,,,,,,0.0,,,,
Llama 4 Maverick,63.102409638554214,,86.89002184996356,85.44284400858106,34.97164461247637,48.165137614678876,39.617834394904456,,,0.0,,11.544991511035658,69.27374301675977,69.1588785046729,,,21.941854086670336,73.36343115124154,48.170731707317074,,46.24860022396417,,,21.633554083885212,4.171122994652407,,,,
Llama 4 Behemoth,68.97590361445782,,90.77445982034475,88.04780876494024,51.03969754253308,79.81651376146787,47.26114649681528,,,,,52.29202037351444,74.86033519553072,74.76635514018692,,,36.75260559517275,,,,68.64501679731244,,,,,,,,
Grok 3 Beta,85.39156626506023,92.10836277974087,85.43335761107065,84.52344468280724,38.7523629489603,99.08256880733944,85.47770700636944,,31.182795698924732,0.0,,30.220713073005097,69.27374301675977,79.06542056074767,,,,,39.02439024390244,,92.49720044792834,,,26.048565121412807,5.347593582887701,,,,
Grok 4,90.51204819277108,88.92815076560659,100.0,95.40300337113086,86.01134215500944,93.57798165137612,85.47770700636944,22.6628895184136,43.655913978494624,20.622568093385215,,59.083191850594226,83.79888268156425,80.37383177570094,85.94594594594595,44.742729306487696,30.71859572133844,,77.4390243902439,69.79472140762465,93.28107502799553,88.74251497005987,30.58103975535168,73.50993377483444,70.6951871657754,85.36728124085455,79.48369565217388,75.70840950639855,6.208955223880597
Grok 4.1,95.0301204819277,92.93286219081273,,92.79803861477167,96.40831758034025,95.87155963302749,88.78980891719745,93.4844192634561,87.5268817204301,54.47470817120623,,70.96774193548389,88.8268156424581,93.45794392523365,83.33333333333333,53.69127516778523,,,88.41463414634147,,,,,,,92.68364062042727,76.0869565217391,77.14808043875686,15.552238805970148
DeepSeek-R1,65.66265060240963,64.6643109540636,92.23112405923767,90.80600674226173,40.07561436672968,90.36697247706418,68.28025477707007,,10.32258064516129,1.6861219195849548,,28.692699490662147,67.31843575418993,95.51401869158877,55.36036036036036,,,94.5823927765237,26.829268292682926,,77.37961926091825,30.898203592814376,,0.0,15.508021390374331,43.89815627743634,26.929347826086964,,
DeepSeek-V3,46.98795180722892,28.386336866902237,86.64724447681476,78.39411584431505,26.46502835538752,57.79816513761469,34.267515923566876,,,,,19.864176570458408,75.13966480446925,37.757009345794394,15.045045045045045,,,86.90744920993228,26.829268292682926,,31.91489361702128,,,,,,,,
DeepSeek-V3-0324,60.99397590361447,37.22025912838633,88.83224083515418,86.5154765553172,20.415879017013225,75.22935779816513,47.0063694267516,,3.225806451612903,,,24.617996604414266,61.17318435754188,74.76635514018692,38.288288288288285,,,35.44018058690745,,,54.535274356103024,13.892215568862275,,,,,,,
DeepSeek-R1-0528,79.96987951807228,85.27679623085984,92.23112405923767,92.33833895188478,55.95463137996219,90.36697247706418,77.45222929936305,14.164305949008499,30.107526881720432,1.4267185473411157,,24.787775891341266,55.58659217877093,75.88785046728971,50.9009009009009,,,,50.0,,90.36954087346025,76.04790419161678,,,22.13903743315508,78.05092186128182,71.79347826086955,42.87020109689214,3.1044776119402986
DeepSeek-V3.2,82.07831325301206,91.87279151943463,91.50279193979122,92.33833895188478,85.06616257088847,90.36697247706418,90.44585987261146,8.498583569405099,46.02150537634409,,17.661097852028636,37.01188455008489,83.24022346368714,84.11214953271028,71.44144144144144,,,,,,92.16125419932811,91.73652694610777,55.810397553516815,,,90.25460930640914,84.61956521739128,75.70840950639855,6.208955223880597
DeepSeek-V3.2-Speciale,87.04819277108433,95.28857479387516,,96.1691694759424,90.73724007561435,93.57798165137612,97.32484076433123,,57.8494623655914,,,,80.44692737430167,86.91588785046729,85.63063063063063,,,,,,95.52071668533036,99.76047904191617,,,,97.57096868598187,88.45108695652173,100.0,28.000000000000004
Qwen3-235B-A22B,65.06024096385542,78.20965842167256,84.97208060208789,84.37021146184492,78.63894139886575,94.4954128440367,74.39490445859873,,25.225806451612904,1.6861219195849548,,0.0,79.88826815642457,84.11214953271028,56.57657657657658,,,98.30699774266367,43.90243902439025,,83.98656215005599,55.808383233532936,,1.986754966887416,11.229946524064172,,,,15.552238805970148
Qwen3-32B,60.99397590361447,72.52061248527679,74.77543092983733,69.35335580753909,,84.40366972477062,64.5859872611465,,,,,,66.48044692737429,74.76635514018692,54.95495495495496,,,50.56433408577878,,,79.17133258678612,,,21.633554083885212,,,,,
Qwen3-4B,35.09036144578314,59.48174322732625,48.99247390143237,75.48268464603127,,88.99082568807337,54.649681528662434,,,,,,78.77094972067042,56.074766355140184,39.234234234234236,,,5.3047404063205414,,,70.66069428891376,47.4251497005988,,,,,,,
Qwen3-0.6B,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,,,,,,,,
Qwen3-1.7B,18.373493975903617,25.55948174322732,21.86210245205146,18.418633159669014,,72.47706422018351,26.62420382165605,,,,,,37.150837988826815,28.037383177570092,18.01801801801802,,,39.05191873589165,,,42.10526315789473,,,,,,,,
Qwen3-8B,53.313253012048186,61.484098939929325,58.46079145423647,49.019307385841245,,75.22935779816513,45.477707006369435,,,,,,58.10055865921787,69.1588785046729,47.2972972972973,,,76.18510158013545,,,73.12430011198208,,,,,,,,
Qwen3-14B,54.36746987951807,67.02002355712602,68.56033017722747,55.60833588722035,,79.81651376146787,54.394904458598724,,,,,,,74.76635514018692,49.549549549549546,,,86.90744920993228,,,72.00447928331467,,,,,,,,
Qwen3-30B-A3B,57.07831325301204,82.3321554770318,69.36149550861857,86.05577689243029,,84.40366972477062,68.40764331210191,,,,,,82.96089385474862,69.1588785046729,52.88288288288288,,,93.11512415349888,,,75.36394176931691,66.46706586826349,,,,,,,
QwQ-32B,56.174698795180724,41.10718492343934,63.583394027676626,57.094698130554704,13.23251417769376,59.63302752293575,48.025477707006374,,,,,,58.10055865921787,61.6822429906542,23.243243243243242,,,59.14221218961626,,,77.04367301231804,37.84431137724551,,,,,,,
Qwen3.5-397B-A17B,91.11445783132531,94.11071849234393,86.89002184996356,96.62886913882929,91.49338374291116,93.57798165137612,90.828025477707,,60.86021505376344,,,37.01188455008489,93.29608938547484,87.85046728971963,63.06306306306306,,85.57323093801429,,,,93.28107502799553,,,,,,,,
Kimi K2,71.08433734939759,40.51825677267373,89.07501820830299,95.55623659209316,71.4555765595463,90.8256880733945,52.73885350318473,,2.150537634408602,,,30.220713073005097,85.47486033519553,74.76635514018692,44.14414414414414,22.371364653243848,,51.918735891647856,,14.574780058651035,65.95744680851062,27.4251497005988,37.76758409785933,,,,,,
Kimi K2 Thinking,87.04819277108433,93.52179034157834,,91.72540606803554,81.85255198487712,88.99082568807337,89.55414012738854,,88.60215053763442,,38.66348448687351,37.01188455008489,,87.85046728971963,60.810810810810814,,,,,,93.28107502799553,88.02395209580838,49.847094801223236,,12.29946524064171,80.47995317529997,93.58695652173913,94.28702010968922,0.0
Kimi K2.5,89.90963855421685,95.28857479387516,95.14445253702355,95.55623659209316,92.24952741020793,93.57798165137612,92.61146496815287,65.1558073654391,100.0,45.39559014267186,73.74701670644392,53.989813242784386,86.03351955307262,93.45794392523365,69.81981981981981,76.06263982102908,80.08776741634671,,,,95.63269876819709,95.20958083832335,61.314984709480115,,69.3048128342246,95.11267193444542,92.30978260869561,92.84734917733091,26.417910447761194
GLM-4.6,87.04819277108433,76.44287396937574,78.15003641660597,84.67667790376954,75.61436672967864,,73.5031847133758,,45.376344086021504,,,,63.68715083798882,69.1588785046729,,,,,,,,,32.7217125382263,,,,,,
GLM-4.7,87.04819277108433,94.93521790341579,90.5316824471959,93.87067116150781,86.57844990548203,,92.48407643312103,42.4929178470255,84.08602150537634,,50.11933174224343,31.918505942275047,,,,,,,65.2439024390244,,,97.24550898203591,46.33027522935779,,,,,,
Doubao Seed 2.0 Pro,91.86746987951808,97.99764428739694,90.28890507404711,96.93533558075391,91.68241965973534,,96.43312101910828,,78.06451612903224,,79.47494033412886,,81.8435754189944,87.85046728971963,100.0,,87.76741634668134,,,,98.0963045912654,,80.58103975535167,,,,,,
Mistral Small 3.1,16.71686746987952,,67.51638747268755,64.38859944836041,0.0,15.596330275229375,22.547770700636942,,,,,8.149405772495758,65.78212290502792,82.22429906542054,,,,,,,12.65397536394177,,,,,,,,
Mistral Medium 3,60.391566265060234,,83.00558387958243,72.41802022678517,7.561436672967863,61.46788990825687,37.8343949044586,,,,,20.0339558573854,74.86033519553072,88.03738317757008,,,,100.0,,,,,,,,,,,
Mistral Large 3,24.096385542168672,82.3321554770318,79.36392328235009,74.11890897946674,75.61436672967864,73.394495412844,68.40764331210191,,,,,28.522920203735147,74.86033519553072,87.85046728971963,33.78378378378378,,,,48.78048780487805,,47.70436730123179,,,,,,,,
Phi-4,42.46987951807229,,77.66448167030832,66.28869138829299,,12.844036697247752,33.37579617834395,,,,,3.0560271646859096,56.145251396648035,70.28037383177569,,,,75.50790067720092,,,8.174692049272117,,,,,,,,
Phi-4-reasoning-plus,62.34939759036144,73.73380447585394,,72.41802022678517,7.561436672967863,86.23853211009175,71.97452229299363,,,,,,63.68715083798882,80.37383177570094,31.53153153153153,,,79.57110609480813,,,66.40537513997761,45.1497005988024,,,,,,,
Nemotron Ultra 253B,72.45481927710844,67.60895170789163,83.00558387958243,78.54734906527736,37.80718336483932,88.99082568807337,68.80254777070064,,24.301075268817204,,,37.01188455008489,84.49720670391062,87.85046728971963,42.792792792792795,,,95.03386004514674,,,,,,,,,,,
Command A,25.753012048192772,,79.36392328235009,59.39319644498928,18.90359168241966,11.009174311926627,20.0,,,,,31.918505942275047,70.11173184357541,70.84112149532712,,,,71.6704288939052,,,21.612541993281077,,,,,,,,
EXAONE 4.0 32B,71.53614457831326,82.68551236749116,75.72226268511776,87.43487588109102,32.13610586011342,86.23853211009175,76.81528662420382,,,,,28.522920203735147,80.44692737430167,84.48598130841121,38.288288288288285,,,80.6997742663657,,,68.75699888017917,68.26347305389223,,,,,,,
MiniMax-M2,75.45180722891565,74.44051825677266,83.00558387958243,87.74134232301563,78.2608695652174,88.99082568807337,90.06369426751593,,18.9247311827957,,0.0,45.50084889643464,80.44692737430167,84.11214953271028,40.54054054054054,,30.71859572133844,,42.68292682926829,27.27272727272728,60.80627099664054,,41.13149847094801,80.13245033112582,,,,,
Seed-Thinking-v1.5,74.39759036144578,69.37573616018845,83.00558387958243,95.40300337113086,45.368620037807176,79.81651376146787,67.0063694267516,,39.354838709677416,,,37.01188455008489,78.77094972067042,84.11214953271028,,,,,,,85.1063829787234,,,,,,,,
