model_name,GPQA Diamond,AIME 2025,MMLU,MMLU-Pro,SWE-bench Verified,MATH-500,LiveCodeBench,FrontierMath,HLE (Humanity's Last Exam),ARC-AGI-2,BrowseComp,SimpleQA,IFEval,HumanEval,Codeforces Rating,OSWorld,MMMU,MMMU-Pro,Arena-Hard Auto,Chatbot Arena Elo,SWE-bench Pro,AIME 2024,HMMT Feb 2025,Tau-Bench Retail,Tau-Bench Telecom,Video-MMU,MRCR v2,AA Intelligence Index,AA Long Context Reasoning,CritPt,SciCode,MathVision,GDP-Val AA,GSM8K,IFBench,Terminal-Bench 2.0,Terminal-Bench 1.0,ARC-AGI-1,BRUMO 2025,SMT 2025,USAMO 2025,HMMT Nov 2025,CMIMC 2025,IMO 2025,AIME 2026,MathArena Apex 2025,LiveBench,SimpleBench,BigCodeBench
GPT-5.1,91.05339105339105,92.93286219081273,90.47619047619048,96.16916947594238,91.30434782608694,99.34853420195438,88.78980891719746,73.65439093484419,60.86021505376345,22.827496757457848,38.18615751789976,70.96774193548387,97.76321759589523,91.63727699567983,70.74456541296027,37.83856780923201,84.8431285903668,95.970695970696,48.288109447975586,76.82926829268293,65.3958944281525,99.33736179550435,78.54312620759187,71.23474909045605,89.02953445432928,116.33394439013243,52.8698961620881,84.71086010328825,91.95402298850571,33.49868397361712,4.182273939481863,84.92618142677449,37.05796198429349,88.93621907384544,61.25103776518256,68.0428134556575,86.77659999865307,77.4468085106383,80.47995317529997,93.58695652173913,39.24051848516037,85.73388203017834,94.28702010968921,55.51529509219721,33.551891352575524,3.1044776119402986,61.01466390270648,11.662776843342135,99.6045383448367
GPT-5.2,98.41269841269842,100.0,85.71428571428571,94.94330370824396,98.29867674858222,100.0,86.24203821656052,100.0,67.74193548387098,68.61219195849546,80.90692124105013,76.06112054329373,100.0,93.45794392523365,90.09009009009009,22.818791946308732,95.7578435704817,100.0,28.692538581237677,62.19512195121951,96.48093841642232,100.0,100.0,83.8174273858921,98.80715705765408,100.0,72.01946472019465,86.36363636363636,100.0,65.5367231638418,0.0,76.82371715984858,9.097583981573905,91.38253335967649,40.75601382078813,77.82874617737002,89.3157391007669,96.27659574468085,95.11267193444542,96.14130434782608,35.11893078619192,100.0,92.84734917733091,96.31407976802407,42.189267775686154,40.41791044776119,91.30090006062007,1.0872539614869048,69.01486594185731
GPT-5.3-Codex,80.8080808080808,92.93286219081273,100.0,85.48180237431899,54.44234404536861,94.46254071661237,92.61146496815287,112.17685641807225,85.57674686909418,56.93583044560686,135.13686182189187,97.16005738626312,94.55535390199637,89.7196261682243,68.7382043959727,82.10290827740492,83.9593460008838,101.93163997079877,5.964658777319455,86.52105352461713,100.0,83.57431229446368,105.80323684649508,72.73199464984275,122.14506357947705,49.8662171423728,136.1584871741898,49.333200652737354,122.67137675544816,70.93640424054148,60.53086923795319,44.46821628993993,6.902166864379932,100.0,-37.14208522111498,94.18960244648318,53.534241933161546,61.9670920507573,106.8095270723635,103.91455373685476,-2.575931634056089,71.43095858681195,81.03887028979656,156.15772234093583,74.61614583353426,91.54783366259605,140.87379102856613,23.788491132419278,-3.221915216005356
Claude 3.7 Sonnet,86.29148629148628,44.28739693757361,88.09523809523809,81.61201348452344,64.83931947069942,94.78827361563518,67.13375796178345,0.0,-12.536712640408973,1.297016861219196,-62.35058911195061,21.731748726655354,96.73321234119783,91.58878504672897,37.83783783783784,0.0,29.164825452938558,85.45317280058968,64.14686825053995,20.73170731707317,8.50439882697948,78.94736842105263,-13.771434255345026,55.601659751037346,0.0,135.58931819635856,-4.643462218571206,62.27569338567918,70.98268015108228,-6.58631490700661,39.513195471384066,60.832009553708104,195.1553392027364,79.13853147359788,56.40949526721675,38.09652194343468,65.12141280353202,30.425531914893618,0.0,0.0,2.6245402875292543,5.728659209260385,14.969313886383485,-35.07962479330895,43.675545518254374,-66.3566277242982,-29.03422076865268,128.91064532717573,161.8701257065653
Claude Sonnet 4,72.72727272727273,72.08480565371023,82.14285714285714,90.34630707937481,84.49905482041588,91.20521172638436,46.11464968152866,8.709665281884314,4.516129032258063,7.652399481193256,-32.86529914599319,4.584040747028864,86.5698729582577,80.37383177570094,41.74524396305179,31.319910514541384,41.53778170570043,70.61979785188562,50.863930885529165,28.403318172313206,58.6510263929619,40.421052631578945,0.0,52.69709543568464,35.10508470490425,94.10885419267088,28.168092159712227,49.539410656868405,70.29045344058468,8.247467202160074,61.999231882529095,40.91272466981232,162.27286568840663,85.35188349313496,17.590361445783127,54.12844036697248,67.77041942604856,42.5531914893617,19.015277450841644,14.9418973015506,-12.720237003381014,-13.35020590820604,-3.4651193970371827,7.561884154633996,54.352851072831996,-26.970295007346937,3.995885147297707,115.54098307770364,112.47663296579607
Claude Opus 4,84.12698412698413,88.22143698468787,87.6190476190476,94.79007048728162,97.16446124763705,91.85667752442997,44.71337579617833,14.164305949008499,7.311827956989246,11.154345006485086,-38.67314027177946,16.298811544991516,90.38112522686026,92.00514523432668,48.91891891891892,22.818791946308732,50.817498895271775,78.62270072063372,59.61123110151188,33.90736733414448,38.41642228739003,74.21052631578947,0.0,56.431535269709556,35.42363460205153,117.44226546234418,16.295930557729058,63.5226642234517,73.82323568952799,1.694915254237288,45.070527658396735,57.804403864790686,160.68276965603073,87.04787902712027,45.746104300226264,61.314984709480115,73.50993377483444,37.97872340425532,23.40428696519342,22.768313236904795,1.5566887599696932,7.470018957646647,16.321691903077756,-4.069893418499458,46.96234646177839,-39.833029483364875,-2.8347817697163804,106.55245503532674,137.4541712314584
Claude Opus 4.1,80.66378066378067,40.63604240282685,87.6190476190476,96.81274900398407,87.90170132325142,83.61767358752793,64.8407643312102,28.328611898016998,67.31182795698925,39.17658470618926,-3.5511745117584197,51.44312393887947,72.932985210503,89.7196261682243,55.44356471976063,36.6890380313199,55.14879544890572,51.63345683438092,-2.4558769522162587,54.84130427957159,0.0,73.42730651232303,41.44162943015124,75.74248128083275,35.47031782843701,63.729718621173404,-4.249767253548067,36.73699366715866,94.63352391590026,34.301254365233255,31.83376980899378,29.602384948605913,84.54247854020579,67.2815530024304,29.545161062093594,53.36391437308868,84.10596026490066,78.89506875461629,46.827345352537606,36.991450906179914,4.723221100481295,21.990266022598078,18.544433406653376,61.66356710819931,43.10757329149399,2.445255804589995,29.967426710097726,68.204192887444,83.77613814215826
Claude Sonnet 4.5,84.27128427128429,84.68786808009423,82.14285714285714,96.16916947594238,93.00567107750473,94.13680781758956,70.95541401273886,14.054679697864389,34.623655913978496,17.639429312581065,-8.168057500290736,57.385398981324286,88.2032667876588,74.76635514018692,30.630630630630627,74.72035794183445,56.562085726911185,15.38461538461537,40.67022584562716,63.31643766627579,61.290322580645174,87.36842105263159,75.80838323353294,76.34854771784232,97.4155069582505,65.52700037533702,0.0,69.43134788356058,45.07893649802701,22.005686904967785,2.574454550790962,56.42924729334318,9.425275688157292,71.77372124534237,69.04835043315526,60.70336391437308,100.0,67.76595744680851,73.16359379572724,74.34782608695649,44.45077352447838,31.889455052392947,37.15722120658135,36.29424472069816,12.32346148402354,4.656716417910448,27.36156351791533,-13.037898091086547,85.25232452028237
Claude Haiku 4.5,80.66378066378067,95.64193168433451,71.42857142857143,77.01501685565431,85.63327032136104,85.01628664495114,50.57324840764331,-11.10282590717361,23.959901904108666,5.188067444876784,-38.06537695550181,22.028084488390835,81.85117967332124,86.91588785046729,57.57620774892728,50.78299776286354,42.4921587990912,23.247930700697832,64.48802721648693,42.71547955853206,49.12023460410559,82.77712060451914,46.475464108487735,46.19930523751247,71.94696367340406,79.20282579615859,7.743385402995309,72.33335590113148,22.368303138703197,1.9086679435902432,7.077536868638084,59.83741035501161,46.37956997851729,69.43830989461755,73.48842497443928,38.532110091743114,59.769287221099844,50.744680851063826,47.977465076779104,43.179863487324084,38.862831399509346,11.715038682188384,15.524589091408169,-7.763994922715284,8.537002273669268,-22.667985299490727,0.0,6.418659034708426,104.60875813068952
Claude Opus 4.5,89.46608946608947,91.51943462897526,92.38095238095238,84.67667790376953,100.0,76.5472312703583,70.95541401273886,45.3257790368272,72.90322580645162,48.76783398184177,56.801909307875874,99.83022071307302,90.92558983666062,93.6448598130841,57.20720720720721,85.68232662192392,69.37693327441453,29.583543850270736,-15.773494717930467,79.26829268292683,68.0058651026393,89.47368421052632,92.21556886227546,87.55186721991701,97.81312127236582,0.0,54.15097773363286,33.02829532486107,91.95402298850571,61.427771621951926,49.16888076953579,15.233390551269704,-4.865930518794848,81.32394225643318,-8.221682483218864,83.63914373088683,79.0145449331574,85.1063829787234,94.01960046470315,74.57938583936398,7.776212915354567,17.632312988179507,14.548458333687025,134.82068701308305,50.44179395117317,71.06882289392946,100.0,2.222222222222215,9.071142119973766
Claude Opus 4.6,95.67099567099568,100.0,92.38095238095238,87.74134232301563,99.81096408317579,89.57654723127035,81.14649681528662,99.1501416430595,78.06451612903224,89.23476005188068,95.46539379474939,99.83022071307302,98.18511796733212,93.45794392523365,83.33333333333334,100.0,53.026955368979245,66.30036630036629,-37.364471756211145,100.0,96.48093841642232,87.28934517691566,108.67637047831423,100.0,97.81312127236582,-2.370605485704771,100.0,9.090909090909092,129.75857307054534,71.1864406779661,79.09539425281734,3.9364924163302435,0.0,96.22979667813856,-50.42549149798937,91.43730886850152,80.1794255075893,100.0,107.04085774013122,85.58696085753996,-14.607743407475995,21.98117550680223,20.936992647172087,187.94249537498828,79.35637450211198,104.25832762020742,131.66456383939774,33.33333333333331,-19.59434399849745
Claude Sonnet 4.6,70.85137085137085,96.46643109540636,90.47619047619048,84.67667790376953,97.54253308128543,95.27687296416937,78.59872611464968,84.98583569405099,73.76344086021504,78.33981841763944,81.14558472553698,93.03904923599322,94.55535390199637,89.7196261682243,54.5045045045045,99.55257270693511,40.653999116217435,56.043956043956044,-43.77866170845127,73.49302513428492,74.78005865102642,68.73110854701905,72.17058899107121,87.96680497925308,95.42743538767397,-7.494162503634482,86.61800486618006,0.0,140.11824773833368,78.44207691565781,121.24019886293749,-19.33387551732354,100.0,102.43888981571467,-85.83155914260941,85.6269113149847,69.01095245483509,58.51063829787234,76.98248368400857,51.54653886223759,-51.531919365731895,-25.00019879737577,-22.369119806927152,180.36403128095785,104.09706268879398,92.9672180159557,115.14101065841672,114.17044807455596,-14.47295088032478
Gemini 2.0 Flash,70.995670995671,53.37067461250623,58.09523809523811,79.16028194912657,26.46502835538752,74.7557003257329,41.91082802547771,19.404270774518046,13.563681059264765,1.297016861219196,7.160442994428581,23.4295415959253,72.77676950998185,70.28037383177569,35.99432416643665,31.739612545257536,25.18780380026515,65.48884908844094,49.13606911447084,28.696110180250038,61.31825091043239,71.89473684210526,25.194218091531724,32.84657958100451,56.51448665103037,80.5100938736838,58.20075208095409,53.822539143561656,45.29424188804235,7.667281992958853,38.596437001530255,49.38062305938355,86.96141247022727,72.10654235456319,17.00248321820628,38.80699458301925,27.155652385059682,17.91954540074792,32.104976141100714,34.811130091676105,2.6526017007146083,14.58782433281863,26.829794014737022,10.535028256140198,37.235204117109525,-6.503898391480822,26.181399623178407,53.754516831073474,74.69135802469135
Gemini 2.5 Pro,85.13708513708515,84.33451118963487,89.99999999999999,93.25773827765859,67.67485822306237,96.57980456026057,74.0127388535032,0.0,32.473118279569896,6.355382619974061,8.964928623785152,67.402376910017,92.37749546279491,95.45566219362986,54.0990990990991,78.04748851616195,73.79584622182945,42.852127390576314,93.19654427645789,60.36585365853659,112.52789960640352,91.57894736842105,79.76047904191617,43.863091073564895,120.59275054561563,74.20814479638007,87.95620437956204,86.36363636363636,27.513441505471413,11.299435028248588,35.8666092921094,66.68291139760288,34.519272224995305,96.97041614074946,41.6867469879518,45.10703363914373,43.267108167770424,43.61702127659575,70.7345624817091,76.92934782608694,36.64326312270144,0.0,17.161791590493614,32.30869849574886,28.16652977788007,1.4925373134328357,42.34527687296416,4.44444444444443,74.60278352466824
Gemini 2.5 Flash,76.91197691197691,67.02002355712602,78.57142857142857,86.36224333435489,67.67485822306237,93.15960912052117,65.73248407643312,-21.905422890925653,25.59139784946236,3.24254215304799,-28.586868958264784,25.297113752122247,80.58076225045372,84.48598130841121,53.82882882882883,65.9184199605765,37.56076005302697,15.910586107204603,85.74514038876892,39.12547653303058,89.58854210840992,87.36842105263159,57.84431137724552,32.54791872904652,98.52628249771679,67.17890231919803,42.73416013595572,77.36061026500815,-0.22481535303520758,6.214689265536724,19.455506377811414,60.24331115763735,30.815458775890463,77.50560100709255,59.12525314531855,21.100917431192656,24.503311258278153,35.42553191489362,51.21451565700907,51.27717391304346,37.48813185356191,-4.126717633201341,0.0,-10.085601000084221,9.027140251616185,-9.968044919253396,7.817589576547249,-9.134495610810959,84.1601012008931
Gemma 3 27B,25.108225108225106,30.71800288572952,59.2857142857143,65.52252528348146,7.561436672967862,65.14657980456026,22.165605095541398,34.91635795327295,-10.262130365591949,-14.202454423466778,37.83838984786351,14.940577249575554,69.1470054446461,80.0,10.679986400002647,18.561632668730823,17.988961646058527,111.19440484298127,70.62634989200866,0.0,83.39398584058179,17.894736842105264,-8.021240824532587,11.511468380832124,43.684850420829164,90.69217682768355,120.6904425126007,40.40562864243843,56.931925792053434,3.3689198491871477,83.87016434997767,41.8989308208959,157.32094445284523,82.9992387718853,-43.254030570224465,39.99603976010643,-20.538706919259525,-32.707743175075144,6.546219095949109,17.611916247568633,-40.16934728763409,-1.087850308557983,24.59038594362678,8.549450750037488,70.32233513842507,-0.9092668647854825,41.404523672061664,118.94119260671043,52.58637926356136
Gemini 3 Pro,96.53679653679656,94.11071849234393,94.76190476190476,99.69353355807539,91.11531190926276,96.57980456026057,85.85987261146497,93.4844192634561,72.68817204301075,40.337224383917,100.0,100.0,90.92558983666062,89.7196261682243,77.11711711711712,60.40268456375839,99.46973044631025,79.85347985347985,10.074490639609456,99.39024390243902,60.410557184750736,96.84210526315789,97.72455089820359,85.8921161825726,100.0,86.87782805429862,80.5352798053528,62.52802324897192,119.07000343507418,51.41242937853108,34.883720930232585,60.274454976363245,12.594265188207888,91.83921053451796,16.781758630603676,82.26299694189602,88.52070111698436,79.7872340425532,95.11267193444542,100.0,21.267718296271706,91.42661179698217,89.99085923217551,120.71899293862991,53.32108802217377,69.85074626865672,91.53094462540719,14.769318034265774,48.011271721811944
Gemini 3 Flash,94.37229437229439,88.69257950530036,94.76190476190476,97.83941158443152,94.5179584120983,101.46481149226848,100.0,70.8215297450425,64.51612903225808,43.57976653696499,73.98568019093078,79.45670628183362,87.65880217785845,84.19674596799412,58.55855855855856,49.21700223713646,100.0,80.5860805860806,15.757883063261438,82.3170731707317,34.98533724340177,92.63157894736842,93.86445846902961,58.92116182572613,91.05908088654597,83.71040723981903,50.84262492409038,67.68753853771881,103.50422608929506,50.26143531987638,5.021523347231305,66.50610556152455,1.2710126757608744,80.91276332262005,42.77747586298937,74.31192660550458,94.47433652847073,90.1063829787234,100.0,98.69565217391303,35.278300495251266,91.42661179698217,91.4076782449726,95.61242831760747,36.427562822009065,46.62686567164179,88.27361563517917,-2.566020240212573,64.39882160151171
Gemini 3.1 Pro,100.0,100.0,96.66666666666666,99.23383389518847,99.4328922495274,98.53420195439739,88.78980891719746,99.1501416430595,87.5268817204301,100.0,100.0,100.0,89.47368421052632,93.45794392523365,85.58558558558559,98.43400447427292,99.42554131683607,78.02197802197803,-44.68353051241272,92.6829268292683,92.37536656891498,97.89473684210527,98.07620767853689,94.19087136929458,98.72281960896224,12.614882725999777,90.14598540145985,27.27272727272727,159.25862534754245,100.0,100.0,0.0,61.13798875991334,108.47158878221263,-63.05207141499748,100.0,93.63592512577212,95.74468085106383,100.99839687754054,78.91121709504384,-31.58474348492929,17.537282196231537,17.63574672596369,198.80573229434697,100.0,100.0,133.17158257723148,100.0,-3.4517302373805663
Llama 4 Scout,46.46464646464647,43.01805213035975,86.90476190476191,75.94238430891818,31.584557234031376,73.28990228013028,26.114649681528658,7.182070697604284,-8.075912106949446,0.0,-8.35373398406169,7.04475377278879,74.59165154264973,57.943925233644855,24.545494190677303,27.111250366060993,19.443216968625748,76.17051971506541,72.89416846652269,7.317073170731707,65.94373391920053,41.03535103576626,-0.6245493916137127,23.55047184324148,43.17789153929673,87.9233148748872,69.22826390223004,48.64892341690261,42.30243681989325,-2.27984001779729,62.82737464126197,43.73266773443265,141.66749684158708,78.68561278863231,-1.0709914782411378,34.740624771887944,9.207489690258067,0.5319148936170213,10.88196713010143,14.691637197647745,-17.569675687936055,-11.692160058008847,6.1392808985306155,-8.93353859146449,50.03532683852938,-19.53627615934892,13.257715592248733,96.63460467206563,81.82016091136506
Llama 4 Maverick,64.64646464646464,54.24795357335024,87.14285714285714,85.44284400858106,34.97164461247637,81.5960912052117,39.617834394904456,25.723315104770933,8.09083774794319,0.0,10.885895417260764,11.544991511035658,80.03629764065336,69.1588785046729,34.30772861841567,22.757829121697192,37.118868758285494,91.48912049674601,74.51403887688986,48.170731707317074,68.51104211539582,49.473684210526315,18.06267722828457,30.665735507110483,57.3044407986483,110.2357166739152,74.61051044148215,66.12226343656376,51.731529100069345,0.0,42.365206524062714,65.59885199285787,116.34436920359965,82.58434432804324,20.648706135466206,41.60579025022676,21.633554083885212,4.680851063829787,28.270231597244518,37.22549395042867,0.8945218904167094,26.076073769743708,43.48627327729027,-3.4969758378921236,43.79258780605395,-17.705163238890744,25.53512879080881,71.19183518654039,98.14814814814817
Llama 4 Behemoth,70.27417027417027,65.32640959753364,90.95238095238096,88.04780876494024,51.03969754253308,92.83387622149837,47.26114649681528,58.27125180986413,31.57971822053817,18.467520490340462,48.86066939882982,52.29202037351443,83.66606170598911,74.76635514018692,44.921093450099725,38.36834774320853,49.04993371630577,99.27281530540871,41.87826906027167,45.88143001980564,71.79952140911715,70.52631578947368,41.12065564981671,50.84253005920584,68.12173956227116,89.48348934603926,87.88088349167778,53.599303419364475,88.36430176698198,28.86978838681002,56.5754994601492,51.75043896299121,100.13086332635282,89.9974039508024,-5.540656253950715,60.748901757838865,41.41520427679066,30.639441852745197,49.85663426167687,53.09990595495047,-8.935607278031513,35.853769707402954,49.42819454257314,56.86775998369636,61.78868687336852,17.66816921239916,62.20686139776662,76.30253104930705,64.54018184424854
Grok 3 Beta,86.002886002886,92.10836277974087,85.71428571428571,84.52344468280725,38.752362948960304,99.6742671009772,85.47770700636944,12.740468552970002,31.182795698924732,0.0,23.453865320585543,30.2207130730051,80.03629764065336,79.06542056074765,57.965064168459136,52.172019126689236,54.997910580114485,61.896388168710445,114.40728973264581,39.02439024390244,115.00273536242213,92.94736842105263,70.01340411959107,24.346805613047312,123.40601371556669,108.92489401218079,93.9024903281137,104.05225115248278,7.283447734703483,-1.4301066852393274,3.2001356566241017,97.62671168133318,8.742321174685848,88.5332522999443,66.37917867618461,40.06983255672459,26.04856512141281,5.851063829787234,70.51677280995663,80.47416506551752,51.3917032462807,53.343386816197274,71.1794325856294,-10.97536442308535,9.29446911589851,-3.2161406932000554,42.6074709622019,-34.76433630279995,86.95200458908921
