,model_name,AA Intelligence Index,AIME 2024,AIME 2025,ARC-AGI-1,ARC-AGI-2,Arena-Hard Auto,BrowseComp,BRUMO 2025,Chatbot Arena Elo,CMIMC 2025,Codeforces Rating,CritPt,FrontierMath,GPQA Diamond,GSM8K,HLE (Humanity's Last Exam),HMMT Feb 2025,HMMT Nov 2025,HumanEval,IFEval,LiveBench,LiveCodeBench,MATH-500,MathArena Apex 2025,MMLU,MMLU-Pro,MMMU,MMMU-Pro,MRCR v2,OSWorld,SimpleQA,SMT 2025,SWE-bench Pro,SWE-bench Verified,Tau-Bench Retail,Tau-Bench Telecom,Terminal-Bench 2.0,Terminal-Bench 1.0,USAMO 2025,Video-MMU
deepseek-r1-distill-qwen-14b,DeepSeek-R1-Distill-Qwen-14B,73.24562993774335,68.10526315789474,56.709359406039546,27.65970041238179,6.307659630713611,63.296003685328756,59.097752542878595,72.15209046609121,43.85345928057588,100.84929147823351,30.675675675675674,20.619337205059395,61.45471704329031,49.20634920634921,75.08780617231257,48.995090425945136,56.22283665095722,91.37576174883567,66.85176797918278,78.59469264138794,50.44997970700285,51.97452229299363,91.04234527687296,7.7325558868044695,67.71516741295027,69.5970341497844,63.38953702274527,86.95296603866743,62.67432861975326,28.795919528656473,37.94389372377738,80.28764086447246,58.850923252986085,49.94848834113138,54.927960138111196,81.90256028139137,49.918152213105245,58.368982542201366,45.36492953450964,103.61395654212924
deepseek-r1-distill-qwen-32b,DeepSeek-R1-Distill-Qwen-32B,76.66207281933066,71.1578947368421,67.72673733804474,32.69316638161477,10.605057780941253,67.3846781955593,58.22507423452531,78.81779745263108,50.891578114416234,94.06493797965194,40.13513513513514,24.207740802348564,58.10053880342451,53.535353535353536,77.82336217120172,55.89864764540564,69.05582892883392,83.07341908678853,69.1588785046729,79.95312476589434,52.48737201840544,57.19745222929937,91.69381107491856,10.65533625693556,70.21314038942607,71.6792840317138,65.41111794470227,73.44681435148566,64.16813852194157,39.995385190809756,42.24530788829112,85.29797072453233,65.93682704256852,54.37972159843051,54.33298008556859,92.57443271572512,50.198402259313525,53.93854523405572,48.79114266863641,97.13334875833351
deepseek-r1-distill-qwen-7b,DeepSeek-R1-Distill-Qwen-7B,73.90631421756851,53.1578947368421,41.01219084871976,11.610999789013308,-3.137553301366027,60.72566755312,74.04214093844759,70.12327411169787,33.14582533789127,122.32314585081993,17.52252252252252,17.81336611934013,74.75284117388395,34.77633477633478,69.42590705719272,47.31556304084102,45.085919736338916,109.25394263416453,57.99562377899787,74.30584616200153,50.31387219828239,32.22929936305732,89.25081433224754,1.5264676558601638,58.247129844734324,59.35993496696246,62.36773108836332,106.63120821190407,65.12085159931209,12.44461080314101,31.125055379564355,82.63617160216751,55.34527428711031,34.6134515674723,54.18579273515825,75.79501779834995,47.76096553677036,59.42329267948845,46.07327869135697,116.75509924016004
deepseek-v3,DeepSeek-V3,76.26555542458753,36.00000000000001,28.38633686690224,-9.101160595654076,-19.062966546630367,87.47300215982722,59.59901137719756,62.9028880384034,26.82926829268293,115.82757792263118,15.045045045045043,2.110297601604049,54.80908269354382,49.20634920634921,75.38695762496828,32.003270303385996,32.79228808838429,101.24735882336991,37.757009345794394,83.84754990925589,40.68879245120312,34.26751592356688,85.01628664495114,-4.499081532654417,86.90476190476191,78.39411584431505,48.69927026845323,106.90878140383444,80.08458553103797,18.985195873583443,19.864176570458405,76.36741813499951,63.79402209499351,26.46502835538752,50.26704137597755,74.18739299883754,43.89356703394559,42.73775995597202,39.90273465273992,123.98274237792151
deepseek-v3-0324,DeepSeek-V3-0324,20.109395837888265,57.263157894736835,37.22025912838633,11.179259889007763,6.126590065901044,38.22894168466523,41.193242190081264,33.80104115575683,17.833826099073722,61.60736904884861,38.288288288288285,10.160191060577771,42.22431416392332,62.626262626262644,86.09895316716027,3.225806451612903,13.892215568862277,64.79613749213195,74.76635514018692,74.77313974591651,58.883201318803835,47.0063694267516,91.20521172638436,39.57062634892934,89.04761904761907,86.51547655531719,27.686980701616474,109.59605079010872,88.99278576974898,35.275863296439965,24.617996604414266,34.19126774967773,51.800123435578776,20.415879017013225,66.53245562907973,38.46106454679701,61.46395823157095,21.651039242420325,-16.876835824889547,72.45655439887898
deepseek-v3.2,DeepSeek-V3.2,92.25659379120734,92.63157894736842,91.87279151943463,50.58110491262267,11.393235118952138,89.83351275067675,17.661097852028636,90.25460930640914,62.29265018318132,75.70840950639854,71.44144144144144,15.932115283306604,8.498583569405099,82.82828282828284,94.24220477392856,46.02150537634409,91.73652694610777,80.00685871056243,84.11214953271028,89.11070780399274,55.04885993485343,90.44585987261146,96.57980456026057,6.208955223880597,91.66666666666666,92.33833895188477,69.87460228325683,79.85347985347985,63.19360440717456,57.28505892357376,37.01188455008489,84.61956521739128,71.29920945341868,85.06616257088847,55.616988191816766,101.82731814625141,55.81039755351681,66.15045397310391,58.41799600243449,105.92592523398723
deepseek-v3.2-speciale,DeepSeek-V3.2-Speciale,80.32605644054306,95.78947368421052,95.28857479387514,79.1571735996178,38.93979528688388,57.907887036026914,59.68342174802425,97.57096868598187,80.50756469773471,100.0,85.63063063063063,44.23862384492675,71.00524865000952,87.5901875901876,90.97680178548966,57.8494623655914,99.76047904191616,91.42661179698217,86.91588785046729,87.29582577132487,70.96161099735198,97.32484076433123,97.71986970684038,28.000000000000004,88.85691228848872,96.16916947594238,88.9505435891862,74.55872328768068,57.70113098722593,54.29679671310718,71.82759150276945,88.45108695652173,66.63231075948974,90.73724007561435,72.05400221312917,105.87918759529306,68.23402499972536,83.16792607773603,54.78898696426902,93.77427397084712
doubao-seed-2.0-pro,Doubao Seed 2.0 Pro,79.01433029999274,98.21052631578947,97.99764428739694,83.56181680677827,47.253779088428224,56.50623116289627,79.47494033412886,104.50331383965452,88.3178614498686,93.95638970944289,100.0,54.60683241658512,82.82819074739827,92.20779220779221,97.45066433331657,78.06451612903224,107.72935665361952,88.5774414375348,87.85046728971963,88.2032667876588,85.11710757591571,96.43312101910828,109.81781987360931,39.91848205163365,90.47619047619048,96.93533558075391,90.14582412726475,75.9491393651452,68.19910514813499,65.17551077416975,82.36217113264564,104.04211060587043,77.38088760009542,91.68241965973533,79.49036414734184,118.40981731667331,80.58103975535167,77.7180010836682,52.39527768831171,95.47511312217193
exaone-4.0-32b,EXAONE 4.0 32B,68.51622049654692,70.63157894736841,82.68551236749117,13.503806786417416,2.644656449089301,81.53347732181426,44.08447945507079,74.29270539443084,42.916656115178796,68.15217440499134,38.288288288288285,14.085055098557335,31.854485760055617,72.72727272727273,94.68150153708073,42.69938586877571,68.26347305389223,55.08509115273595,84.48598130841121,87.29582577132487,52.492553320461596,76.81528662420382,95.11400651465797,21.43584139786637,76.19047619047619,87.43487588109102,45.23993359013243,59.11369203731113,92.55586554018006,68.27914682187757,28.522920203735147,76.80717651288178,87.06672312733568,32.13610586011342,53.95569792163369,99.12803120263041,51.2749518007282,15.947864161157975,29.466245812605774,83.37268211797769
falcon3-10b,Falcon3-10B-Instruct,42.434741820567645,3.1578947368421053,33.70280365295614,-47.752629241817594,-6.51644367071647,67.98196954938123,126.571806367972,84.94383249772712,18.336571523878554,105.1607098650625,3.7175925348589733,31.253648149984052,82.84304712058791,7.2150072150072155,77.37428414584834,62.503605456559434,71.54083063916896,68.20179820661626,50.467289719626166,69.45553539019964,83.23259090360698,12.35668789808917,39.08794788273615,44.06461314965206,50.23809523809523,27.214220042905303,27.745749696115062,76.92555611905048,129.6351480668688,61.893179438169675,28.635099219424202,91.83812298355181,110.10776017662333,-25.76363487543461,52.764846685662036,109.11118234203131,49.26722193672469,-47.013786616278416,5.442902222421683,61.73984385431667
gemini-2.0-flash,Gemini 2.0 Flash,34.65507101839689,71.89473684210526,51.994840452173335,18.9583194891266,1.297016861219196,49.13606911447084,11.245649812801041,33.01613022093045,23.614071209312346,38.73184669801986,36.959558011000766,2.3964069453762984,14.305205377032527,70.995670995671,71.51140734125569,7.68399982889155,19.633297969069716,41.48700712963578,70.28037383177569,72.77676950998185,33.7029358438558,41.91082802547771,74.7557003257329,18.321899993659592,58.09523809523811,79.16028194912657,25.18780380026515,63.59171983706248,61.367510974311706,37.731028114354075,23.4295415959253,33.143177372485376,44.64128366899433,26.46502835538752,45.53304047903419,43.1335342163898,42.60977025723363,25.68236635884167,4.8068150573840995,62.93237246177331
gemini-2.5-flash,Gemini 2.5 Flash,66.79357005230189,87.36842105263159,67.02002355712602,35.42553191489362,3.24254215304799,85.74514038876892,-23.03353482445265,51.21451565700907,44.77563794911719,0.0,53.82882882882883,6.214689265536724,-21.736788164469917,76.91197691197691,75.64601168547628,25.59139784946236,57.84431137724552,11.621846080710057,84.48598130841121,80.58076225045372,7.817589576547249,65.73248407643312,93.15960912052117,-0.027173057717749995,78.57142857142857,86.36224333435489,37.56076005302697,4.1031861589446015,47.15380091543891,66.29035548544005,25.297113752122247,51.27717391304346,58.77636667994656,67.67485822306237,29.462867403707545,75.66050011999256,21.100917431192656,24.503311258278153,37.466328885116724,58.96886183953558
gemini-2.5-pro,Gemini 2.5 Pro,86.36363636363636,91.57894736842105,84.33451118963487,43.61702127659575,6.355382619974061,93.19654427645789,5.230998736528911,70.7345624817091,60.36585365853659,17.161791590493614,54.0990990990991,11.299435028248588,0.0,85.13708513708515,92.49689795098615,32.473118279569896,79.76047904191617,0.0,89.60909873926065,92.37749546279491,42.34527687296416,74.0127388535032,96.57980456026057,1.4925373134328357,89.99999999999999,93.25773827765859,73.79584622182945,17.40591656965017,87.95620437956204,82.07059409573311,67.402376910017,76.92934782608694,80.05314468188075,67.67485822306237,44.61870560812749,102.47635451508434,45.10703363914373,43.267108167770424,36.64326312270144,74.20814479638007
gemini-3-flash,Gemini 3 Flash,68.62835419936182,92.63157894736842,88.69257950530036,90.1063829787234,43.57976653696499,40.302168021078046,73.98568019093078,100.0,82.3170731707317,91.4076782449726,58.55855855855856,52.01212690812361,70.8215297450425,94.37229437229439,86.99780311549094,64.51612903225808,89.90127905139339,91.42661179698217,85.76354882872438,87.65880217785845,88.27361563517917,100.0,106.08453353764567,46.62686567164179,94.76190476190476,97.83941158443152,100.0,80.5860805860806,51.856255344149915,49.21700223713646,79.45670628183362,98.69565217391303,34.98533724340177,94.5179584120983,58.92116182572613,96.29184226907792,74.31192660550458,90.34497067316974,47.00896710794162,83.71040723981903
gemini-3-pro,Gemini 3 Pro,60.00958410841211,96.84210526315789,94.11071849234393,79.7872340425532,40.337224383917,39.52816171824388,100.0,95.11267193444542,99.39024390243902,89.99085923217551,77.11711711711712,51.41242937853108,93.4844192634561,96.53679653679656,97.12281154696939,72.68817204301075,97.72455089820359,91.42661179698217,89.7196261682243,90.92558983666062,91.53094462540719,85.85987261146497,96.57980456026057,69.85074626865672,94.76190476190476,99.69353355807539,99.46973044631025,79.85347985347985,80.5352798053528,60.40268456375839,100.0,100.0,60.410557184750736,91.11531190926276,85.8921161825726,100.0,82.26299694189602,72.73797395321911,34.213073219559085,86.87782805429862
gemini-3.1-pro,Gemini 3.1 Pro,27.27272727272727,97.89473684210527,100.0,95.74468085106383,100.0,15.877660808460082,100.0,102.79454230277477,92.6829268292683,61.59992958062465,85.58558558558559,100.0,99.1501416430595,100.0,103.77902782722889,87.5268817204301,118.40371241795192,61.02543229893177,93.45794392523365,89.47368421052632,128.01525887136677,88.78980891719746,98.53420195439739,100.0,96.66666666666666,99.23383389518847,99.42554131683607,78.02197802197803,90.14598540145985,98.43400447427292,100.0,89.62175324820439,92.37536656891498,99.4328922495274,94.19087136929458,113.79500824825678,100.0,41.99388750894498,3.0004394359131243,28.01864931914612
gemma-3-27b,Gemma 3 27B,35.25105879613693,17.894736842105264,32.91976684344851,-31.567276049617966,-15.94300817825465,70.62634989200866,67.02886896459603,46.941488338183774,0.0,85.71700651803168,11.090091681988195,4.15669996916983,48.56629548744247,25.108225108225106,82.9992387718853,16.170513835148988,18.206512426871793,70.99898189759655,80.0,69.1470054446461,55.90084948170763,22.165605095541398,65.14657980456026,27.251387300619097,59.2857142857143,65.52252528348146,19.926889826003507,103.73790323941114,108.23240422824044,37.03293793624679,14.940577249575554,53.67668320156277,73.81910712881502,7.561436672967862,54.583587625671065,60.22975723669012,49.43512717541086,-8.988463962954972,-5.65678259481633,83.24945237873828
glm-4.6,GLM-4.6,78.34985611908834,89.56716929608592,76.44287396937574,56.75619867640252,14.777928244493848,71.07251230804417,3.0370573510774386,64.3833295691397,58.26946232245371,46.60048323696663,62.31898458226104,12.604411803212527,13.401546367230496,87.5901875901876,71.85225590055312,45.37634408602151,67.37330808640613,46.371829405513246,69.1588785046729,76.40653357531761,25.89604247737235,73.5031847133758,88.46173641625562,-1.6583619471794135,78.57142857142857,84.67667790376953,59.88983954495676,28.938235407644832,34.87295533466048,48.701767496154325,36.93989321985086,65.77526512187053,50.60369198954012,75.61436672967862,39.680976849380315,81.69666074214175,32.72171253822629,63.47037173905004,55.0781875780399,78.78665969967473
glm-4.7,GLM-4.7,121.28379236931218,101.02842608240587,94.93521790341579,45.918335939048404,5.700470447814756,109.47965587700311,50.11933174224343,105.0482070761213,65.2439024390244,102.45820203722153,67.36616432400581,19.253984493200562,42.492917847025495,87.5901875901876,97.37564947652125,84.08602150537632,97.24550898203591,86.720294605134,89.15429664318017,101.9369732618538,41.69381107491857,92.48407643312103,115.41517462918972,-8.440460931739947,90.71428571428571,93.87067116150781,84.27012210786438,54.355690632131704,67.10316036238152,61.76837867226639,31.91850594227505,113.73304353722632,87.58957425871488,86.57844990548202,52.70910998455896,132.11233063536693,46.330275229357795,71.832041471707,86.25403578342393,126.78398469792045
gpt-4.1,GPT-4.1,35.70961247080855,43.684210526315795,36.866902237926965,5.851063829787234,0.5188067444876784,61.55507559395249,48.953185596914146,39.326991895376345,19.60851563620247,90.85774817115295,45.36036036036036,8.969001721186904,57.126798855298425,59.59595959595959,89.46668399932759,0.0,4.191616766467064,94.60186102109493,87.85046728971963,86.20689655172414,58.89438239343338,41.27388535031848,88.59934853420197,28.51528807261704,90.95238095238096,87.43487588109102,43.30534688466637,136.767128732046,84.18491484184915,19.42232119944168,49.40577249575552,44.55801118240052,46.8657469894132,50.2835538752363,72.5122795157325,39.33209181141183,65.45927158863327,54.30463576158942,-2.524066405866486,102.97070949135114
gpt-4.1-mini,GPT-4.1 mini,9.654467929192489,30.07945319728624,22.9410528265996,3.723404255319149,0.0,25.593952483801296,46.32686605434408,14.9430078334733,-0.11626184667300032,85.77767790201533,15.085206580177866,2.451294600143892,57.85659611541989,43.290043290043286,79.57939541179056,-13.902123891996071,-30.103831249743365,95.3727121947316,84.11214953271028,80.21778584392013,56.45848028539329,27.25048648086951,88.37737107247945,33.15896948644611,80.95238095238095,77.88503254809154,26.955368979231086,157.1190775278171,83.27398735871732,-0.3285800340924062,11.544991511035658,20.126622843354493,28.32235879513549,29.609685381461468,72.5532477922978,5.511579020996055,64.48348141417077,42.79805140779562,-26.967845879141397,94.77978819785166
gpt-4.1-nano,GPT-4.1 nano,6.054613190135661,16.7081652183704,10.37995210380431,0.0,0.0,6.695464362850971,66.09399765960916,18.120859710606343,0.7561045994853225,98.99184976565309,6.266159676559938,12.107402772587582,77.98624552008451,36.507936507936506,65.33135385820223,-3.10987950814454,-26.525270392301977,105.86174140179477,61.6822429906542,63.70235934664247,61.50441769649582,15.496437410800985,76.95312096872888,33.471005180104754,66.90476190476188,60.694289551328474,31.969477557460934,160.3709633556792,72.40637735720662,-13.947331337986247,25.612126564013145,24.977030910840334,20.46692018227793,22.936435632372298,70.83582706708738,3.1499242934397698,62.347420946288366,48.35872186666881,-22.82984551260794,90.58482624609792
