model_name,AA Intelligence Index,AA Long Context Reasoning,AIME 2024,AIME 2025,AIME 2026,ARC-AGI-1,ARC-AGI-2,Arena-Hard Auto,BigCodeBench,BrowseComp,BRUMO 2025,Chatbot Arena Elo,CMIMC 2025,Codeforces Rating,CritPt,FrontierMath,GDP-Val AA,GPQA Diamond,GSM8K,HLE (Humanity's Last Exam),HMMT Feb 2025,HMMT Nov 2025,HumanEval,IFBench,IFEval,IMO 2025,LiveBench,LiveCodeBench,MATH-500,MathArena Apex 2025,MathVision,MMLU,MMLU-Pro,MMMU,MMMU-Pro,MRCR v2,OSWorld,SciCode,SimpleBench,SimpleQA,SMT 2025,SWE-bench Pro,SWE-bench Verified,Tau-Bench Retail,Tau-Bench Telecom,Terminal-Bench 2.0,Terminal-Bench 1.0,USAMO 2025,Video-MMU
Claude Sonnet 4.6,0.0,133.21064620492973,73.9905899464281,96.46643109540636,102.38490318182822,58.51063829787234,78.33981841763944,-3.906362120677229,-8.986501957617604,81.14558472553698,69.81066982078215,68.4997087065033,-12.296350383286828,54.5045045045045,75.44270607018211,84.985835694051,100.0,70.85137085137085,104.94093388133236,73.76344086021504,67.74515627719215,-9.270170078991365,89.7196261682243,-73.89907528286456,94.55535390199637,146.73056031382546,109.37492292083003,78.59872611464968,95.27687296416937,92.69474487860099,-11.320910800684478,90.47619047619048,84.67667790376954,40.65399911621743,56.043956043956044,86.61800486618004,99.55257270693512,118.86424318581413,103.02319348134964,93.03904923599322,48.50461905689218,74.78005865102642,97.54253308128541,87.9668049792531,95.42743538767397,85.6269113149847,44.564052924077664,-43.29117690700092,-2.129796912319701
Codestral 25.01,41.38484900459252,46.18649277309076,36.90890619116459,52.40927890247207,61.211715057501856,-21.70693864266665,-0.188965148246182,68.89668298240576,16.931938477827636,80.32402000431993,57.640730621615155,25.874131197343765,54.08188553520017,25.97824860430211,20.15064175816293,51.746116512291835,63.29223036729077,38.77846951577149,87.13134978659323,35.81218371306587,51.16296112827403,28.24453989652667,77.75700934579437,-26.667018479185124,72.72555409828972,39.93122189001702,71.92358900380948,32.611464968152866,58.63192182410423,41.48058334089801,46.23445178980792,70.8932622288814,58.50958977096934,25.569501568043478,67.72696591505604,128.8595733916318,65.19706038695973,74.37991581560908,41.62299944957315,30.192143014184524,64.36786723233487,103.76948016132339,7.557648896555295,38.129078287222455,96.56506325670317,47.756493720087356,-32.609638805034606,-4.440143323611548,55.690278814308705
Command A,33.51708898944811,56.64670796302528,26.31578947368421,52.285908732501525,76.81097472104611,-31.114175017891476,2.3461867879046663,72.89416846652269,0.0,96.18463517868004,58.92806925416277,23.965204441495526,50.17680755228253,23.392233774649544,26.25553741353925,61.08190912967274,78.9616168807926,28.860028860028862,96.29349710256744,37.24808309155548,50.98245823692805,20.915634283561168,70.84112149532712,-49.57622261451834,80.58076225045372,53.23544396630867,85.15864759928132,20.0,68.40390879478826,54.72590838548554,39.266030403507116,79.76190476190476,59.39319644498928,21.88867734485003,75.75061078254987,150.18188718839897,74.80242444105286,96.93857128222923,60.15797232961534,31.918505942275047,64.78852935614617,116.0209001662883,18.90359168241966,42.19957465506955,102.19164451750841,54.335466474878466,-46.39221877204656,-18.265210203411986,48.44965630887104
DeepSeek-R1,57.02385811746299,18.641392408088915,78.73684210526316,64.6643109540636,48.138191738883194,15.957446808510639,1.6861219195849548,94.81641468682506,66.28128046100883,-2.9247332991442523,43.89815627743634,26.829268292682926,5.156348097579321,55.36036036036036,6.214689265536724,-3.8549805936932855,88.74694272259113,67.0995670995671,95.68637401674701,10.32258064516129,30.898203592814376,-4.187887097847386,95.51401869158877,7.228915662650603,78.76588021778583,4.246297512334931,22.31666396211068,68.28025477707007,96.57980456026058,12.988886142393063,49.65489329283181,92.38095238095237,90.80600674226173,22.339740005403794,41.1124030807671,83.37195459281622,75.19981531241761,73.19061233701568,49.75619770453687,28.692699490662147,26.929347826086964,89.56084596339953,40.07561436672968,40.4419214925804,81.07461294627527,42.348569783305116,0.0,4.480106987629555,74.74687409984907
DeepSeek-R1-0528,85.31631230493515,8.2835737301775,90.94736842105263,85.27679623085984,17.11786401982379,22.5531914893617,1.4267185473411157,100.11922415051286,70.9751317013961,13.52184696263242,78.05092186128182,50.0,42.87020109689214,50.9009009009009,1.8469219214559425,14.164305949008499,17.351367251233246,80.80808080808082,85.69965193937546,30.107526881720432,76.04790419161678,33.66254217781253,75.88785046728971,56.29455430942642,71.14337568058075,0.0,33.17407398873452,77.45222929936305,96.57980456026058,3.1044776119402986,76.24539173388253,92.38095238095237,92.33833895188478,44.574235129483334,31.474112550039486,72.39187685678347,70.62492822590856,19.770186261460257,-19.701142039998185,24.787775891341266,71.79347826086955,93.71212668031977,55.95463137996219,37.29428046837029,109.26449810143481,38.47361513290533,20.501982434409427,46.77365429622199,85.86809549121551
DeepSeek-R1-Distill-Llama-70B,51.1271969551525,68.00232638922101,68.42105263157895,64.6643109540636,46.15110874880993,38.746043696114455,11.782649307335939,45.630241315390926,93.10891960780225,15.749117449849198,36.76610250070315,36.283884255831694,54.94684766888732,37.52252252252252,16.85828996942853,39.46421741830313,96.3696243701711,58.00865800865802,75.6857131379619,20.807331510091405,20.83832335329341,54.836878792067004,65.42056074766356,28.284927652561805,77.37633753079636,26.591199137675567,26.33286402549075,57.5796178343949,92.01954397394135,6.390590599642682,57.87260361613949,80.95238095238095,80.29188352353543,49.36128134201799,82.65936605872342,46.79640843345792,22.79899613271375,34.55969506466622,62.11701907139832,34.644708383164065,40.05316866664686,36.402344748812006,60.29486642565423,54.78545881549415,43.48014929415182,49.06106580432927,58.552545041614884,8.719410672779667,98.49963830569186
DeepSeek-R1-Distill-Llama-8B,49.40792617668146,89.40893962812004,47.78947368421053,14.958775029446407,17.56918447013757,53.28011444036233,7.825158722401117,14.14686825053996,110.06148641546892,37.10382219102513,29.918155796531924,36.39717896836728,122.42262095461601,18.243243243243242,20.27665520769916,76.56687825494056,59.94088841932929,34.63203463203463,29.460112811846866,28.935291465919626,17.10583204093738,126.40945904412506,32.01817670164352,65.24813324431155,34.66424682395645,25.084388788749795,21.082583331098103,36.624203821656046,83.22475570032572,-14.597546952527706,73.16554158627463,30.779553703339435,44.07353975212135,70.49787699518902,108.5557243712243,-1.5402690639544323,-47.387645857086966,-39.30123707966318,31.434374363208917,39.84087632506899,45.79420723664445,-25.144695865530885,47.70449102917088,48.72937980616137,3.5369618276307047,37.055935141404674,96.94855585469399,36.15397409553181,118.23392685417775
DeepSeek-R1-Distill-Qwen-1.5B,40.545647102343246,88.13599178338991,25.157894736842106,9.069493521790342,5.751719337176816,44.037977177678314,3.8095454278331897,0.0,91.54193735324233,56.74442952907729,27.410668360227536,30.999912063301466,141.77086487025696,6.936936936936937,21.436580992737582,90.03858444586379,30.600478119031745,12.698412698412696,6.260039434249739,33.033505477619244,16.02146755112908,142.7056163542244,6.783066034387326,64.48623955440168,0.0,26.184107079076917,25.942207179565834,3.503184713375794,74.7557003257329,-15.550090642054204,69.72858744712332,4.3137150014619685,17.776378477570827,69.15899802352044,107.6119304127108,-9.180692389297825,-68.3854438688645,-62.494931591731394,10.931706439797106,38.242168837507215,48.122004439981644,-40.03860529162924,27.01147855054707,38.30027180072458,-6.6734915299514475,27.818072158338282,88.79625844548005,42.173066080344256,106.41541255360394
DeepSeek-R1-Distill-Qwen-14B,69.19264130376165,69.1567089033429,68.10526315789474,56.97592942627766,39.76921988769348,22.30323459123105,1.9273999062091889,66.36101769908448,84.1187802212783,63.91464884137831,62.30274531738466,43.34854053068121,107.9357776367735,30.675675675675677,19.641796597576445,67.91197735164222,60.83103552778789,49.20634920634921,76.37058348971998,43.10538676548031,52.93428645029532,93.21821766406508,68.03156166748583,39.28660780355864,79.80673821641236,30.026560490558094,53.97216065367435,51.974522292993626,91.04234527687296,11.304964896543382,82.71347806422743,69.27302516316435,70.47920729660626,61.219326215169716,97.8264955606431,78.97413247223409,21.16080433120268,14.530510961067213,25.680404913005354,41.194988221983515,76.03645885565773,59.57268656875108,40.676765339194795,51.38697873488922,76.53548729270132,50.36500927380164,39.29881883590903,31.97652574520168,112.40767012063301
DeepSeek-R1-Distill-Qwen-32B,72.05276158435129,66.0136409864063,71.1578947368421,67.72673733804474,36.12850026590529,28.722387355955444,7.232985199468814,68.87484035666667,74.34117149095097,67.14987184228859,71.86780251160721,50.622707585834405,103.16631897649896,40.13513513513514,22.8833479079194,66.39271395619235,41.05996144229887,53.535353535353536,77.60697174011553,51.09270159567268,65.93234427005021,88.14708179172729,69.1588785046729,41.03653537207827,81.05643463268949,36.75338738918005,61.053031286764295,57.19745222929937,91.69381107491856,16.31032161956485,80.90230356537447,71.37871076528192,72.16552354648735,63.900813284095186,87.00192780270271,80.45742850800045,32.3994336805598,12.159999568364338,10.688556674961815,46.222450170693854,83.30005365914798,68.08751297700182,46.15867856597455,52.30556259765453,88.8595163508201,51.96584178971427,38.873760770484445,37.55928395080111,102.50906933742019
DeepSeek-R1-Distill-Qwen-7B,66.410718834492,77.41601464248455,53.1578947368421,40.87244241813332,44.64632023404169,4.730777358696593,-9.033097852753842,64.31989716574499,91.22435556550002,79.8104314787968,54.34036439434127,32.84536764597518,134.10931100931674,17.52252252252252,17.23622242818718,83.68548743558188,79.50640233724285,34.77633477633478,71.77350116152606,38.23833278309181,40.026687200997856,114.68133237067345,59.00869866751462,35.14303024213138,75.35874702627953,24.051175686761194,54.51801768998784,32.22929936305732,89.25081433224754,7.369934050278165,90.58968262775018,59.6338229238445,60.207980508446376,59.982616355271944,121.30770393579088,87.93268158885598,0.20995063296848063,12.12490368391272,39.03918736982204,36.108254582976414,75.42779269638787,51.482973632757314,21.6432437514454,48.24705254517555,65.15024761580541,48.06227207867987,31.362551481590433,28.26152984322504,128.48920127643294
DeepSeek-V3,72.91518659053732,51.01541105845259,36.00000000000001,28.386336866902237,39.93458340007255,-9.036586787614953,-22.17725340665676,87.47300215982722,100.0,53.25462177134269,44.41444075771673,26.829268292682926,118.13129750244902,15.045045045045045,1.443737439052245,57.207548395340964,92.40367033884365,49.20634920634921,75.38695762496828,23.04285370643455,28.958818716357083,97.63630645535319,37.757009345794394,41.987839327964444,83.84754990925589,-4.638862929000277,33.64901724743286,34.267515923566876,85.01628664495114,-5.551155610047028,95.08573854822596,86.9047619047619,78.39411584431505,47.34573668764483,109.9985789391954,88.36737646464945,5.971049635580758,18.827840242555904,40.448655551306175,19.864176570458408,65.72785488584756,58.47394724269698,26.46502835538752,38.863629028312936,64.71388057802422,39.35091694271219,18.435135083383358,27.446649759438866,137.1176595945658
DeepSeek-V3-0324,36.782506165466906,71.36063115588935,57.26315789473684,37.22025912838633,70.37587998511609,8.847220491749612,4.436916998768967,38.22894168466523,80.71992233254305,26.226233683684057,24.892814043166574,20.26490790168093,42.29771444930971,38.288288288288285,15.725862356671733,41.417573580276255,139.55015535169434,62.626262626262644,88.68846677507578,3.225806451612903,13.892215568862275,35.95576792583573,74.76635514018692,-9.114667067320982,74.77313974591651,27.734232600984875,31.40540139996418,47.0063694267516,91.20521172638436,17.7662766265641,47.510661270309306,89.04761904761907,86.5154765553172,32.48467125687868,95.17905025074674,79.64944061868857,31.66070178586437,75.50741489845716,102.13445254298989,24.617996604414266,28.67849812939606,52.18739295629734,20.415879017013225,53.39952140862129,41.23039645722956,52.00945255632031,26.214950232183323,-19.289806594820213,94.06387495218647
DeepSeek-V3.2,95.57964654866669,40.23351554591042,92.63157894736842,91.87279151943463,17.80976080234987,54.39438167744059,10.621927372347567,91.85227114106654,97.45030440673828,17.661097852028636,90.25460930640914,64.32266540606697,75.70840950639855,71.44144144144144,13.160805652483464,8.498583569405099,20.528233406075056,82.82828282828285,86.82146919327086,46.02150537634409,91.73652694610777,80.00685871056243,84.11214953271028,77.563189487973,89.11070780399274,18.045706499006485,55.04885993485343,90.44585987261146,96.57980456026058,6.208955223880597,91.54009679485398,91.66666666666667,92.33833895188478,69.68713396319177,79.85347985347984,58.50334417976046,53.462332479694524,-1.0313079037977164,-17.779701963697008,37.01188455008489,84.61956521739128,76.5087584192937,85.06616257088847,53.65226540841488,105.44595179678481,55.810397553516815,60.55830850287983,58.715269136205,110.62720823537272
DeepSeek-V3.2-Speciale,70.18020801679648,110.20306842624781,95.78947368421052,95.28857479387516,41.141432703488476,93.3223287402666,48.254507044136886,39.82346381445503,73.66122751257494,70.13112630054972,97.57096868598187,86.78626965520445,100.0,85.63063063063063,52.436180244713576,85.98515133606172,20.26915974720961,87.5901875901876,82.90416768178223,57.8494623655914,99.76047904191617,91.42661179698216,86.91588785046729,47.709636555092864,87.29582577132486,100.0,83.47786986635904,97.32484076433123,97.71986970684038,28.000000000000004,68.3725135974981,85.43465064785227,96.1691694759424,94.52742608689984,84.9581692606867,52.06107170880106,45.19359672479886,4.360990270712504,8.896897713450652,84.312818177316,88.45108695652173,54.549137988868786,90.73724007561435,82.079837576931,93.55587280138963,75.03547145434635,98.4641507974441,43.322309970343916,85.56205172007546
Devstral 2,53.27296992298949,97.50679881723886,77.7727606493172,69.40980564238143,48.45373224133104,68.48576623117695,32.94736868139333,32.49887227704736,84.06723271211821,41.35579192541698,59.113077804057745,59.335505659599185,69.95785703658036,55.52161287249004,37.25469180186008,65.88553444849374,70.20269525764091,76.62509474943467,77.3115167831384,45.73153182452113,51.78985731189705,72.79517747456315,80.37383177570094,31.246229088945,82.47149033974486,63.60891169452795,53.31097217857942,60.76433121019108,96.14941507638095,22.252160967915966,57.200453393565326,79.23660388408737,84.77209820581888,71.21034946771978,88.82853919967675,44.31730962586169,28.245202227445773,23.72762249528356,49.08145481817958,60.558276148194246,59.49197633445641,36.375088500282295,83.55387523629489,70.86465652266634,57.34080639163706,63.4471878631279,83.71973240454739,18.433150318950453,90.07699120761029
Doubao Seed 2.0 Pro,88.59235695446588,91.57153989057123,98.21052631578948,97.99764428739694,32.64884138794584,82.26693821850287,38.126486829905126,66.90758715286265,75.29433775543194,79.47494033412886,108.25158393764742,89.6235640159105,106.39681554238194,100.0,45.13218220000633,80.99605832433846,0.07145906814719426,92.20779220779222,89.91082550763186,78.06451612903224,110.27019194869605,98.81603743197174,87.85046728971963,62.21430419122123,88.2032667876588,77.09501328444044,87.58985195428488,96.43312101910828,111.23221917724359,31.49406118674609,92.6829268292683,90.47619047619048,96.93533558075391,90.14582412726473,79.24464417642136,69.81071428150501,56.969794133527934,-2.808058600574906,-18.07114083393786,80.21396771374252,111.498132464718,77.9148608296487,91.68241965973534,76.27738367137646,120.0985809104995,80.58103975535167,82.71815588135665,59.78919475120663,95.47511312217195
EXAONE 4.0 32B,74.5688202745032,38.709586810574905,70.63157894736841,82.68551236749116,39.46112439627531,13.206017567000297,1.0332261029922243,81.53347732181426,65.21355550272752,48.67868453688862,70.43484913661254,44.30720434209527,69.57939852906904,38.288288288288285,12.858157668390668,37.95907959930654,47.46575765651411,72.72727272727275,91.82801460554293,41.94912217638186,68.26347305389223,51.23505378802266,84.48598130841121,30.482377702975192,87.29582577132486,21.669518250214374,53.61157338741398,76.81528662420382,95.11400651465799,17.979100253060512,75.30569553251625,76.19047619047619,87.43487588109102,47.433176151802726,64.72973567304571,97.90023104968824,61.48958651321859,38.02862886807825,12.177821128687118,28.522920203735147,77.58107895820694,95.23592843881805,32.13610586011342,45.473826270802135,105.2396650658505,48.59324174912244,12.116455216798117,29.549508395764494,92.09354315885429
Falcon3-10B-Instruct,44.725208298135485,38.69363839638561,3.1578947368421053,32.72084906638682,58.330516350217444,-66.96755011239672,-21.34760121822935,83.85951587010558,-10.372464009216804,138.10107440426017,69.18185795341803,15.039384098041493,105.41562286682796,3.1427291002482174,17.60475245278063,80.81579807596394,35.724083595928114,7.2150072150072155,78.36897820541867,47.529936792849334,62.29613573629527,59.402953431998895,50.467289719626166,-37.07841129885599,69.45553539019964,34.95923212953389,97.60467013493714,12.35668789808917,39.08794788273615,47.83849624973237,61.68153123399317,50.23809523809523,27.214220042905303,20.993709880234267,83.86693343629885,172.44981558807686,54.59310352637047,63.746559223724255,14.769717262087022,24.31509112282804,89.77576397328177,125.5712770371836,-40.9386227680599,22.358227784669197,118.10198634181081,40.205164924609804,-81.1795770766824,5.222257257538551,58.687879859819496
Gemini 2.0 Flash,47.245786206993444,38.085627954565126,71.89473684210526,52.331044199977924,39.83353849713027,17.61585959457489,1.297016861219196,49.13606911447084,74.69135802469135,6.320573605162934,31.264231221216914,25.19986871510468,32.810922532787366,35.70058690835886,6.234033289117465,17.61605648627294,83.55774161896706,70.99567099567099,72.40957456520009,12.404664110142855,22.442928872809166,28.259311870621744,70.28037383177569,19.105916656003444,72.77676950998185,9.497357535578942,18.583377564686778,41.91082802547771,74.7557003257329,5.078217736243318,49.561424659117044,58.09523809523811,79.16028194912658,25.18780380026515,58.48694945242475,54.9045871081291,35.43744334361483,42.85281266447567,49.81816815581888,23.4295415959253,33.44442883919468,50.16736290044448,26.46502835538752,39.92283286058153,49.568882693495965,37.99308033284841,28.005317611817134,4.921544415254611,80.57625977030848
Gemini 2.5 Flash,69.97580539540728,-0.6444450314057082,87.36842105263158,67.02002355712602,14.82888090754812,35.42553191489361,3.2425421530479897,85.74514038876892,67.95084426597059,-20.057403280250085,51.214515657009066,41.074988205754835,0.0,53.828828828828826,6.214689265536724,-17.189810329166058,27.219447782405616,76.91197691197692,77.27455283610192,25.59139784946236,57.84431137724551,3.8731791923485224,84.48598130841121,48.92664304283591,80.58076225045372,-4.556142822183367,7.817589576547249,65.73248407643311,93.15960912052117,-0.7840131894088552,55.33880773918265,78.57142857142857,86.36224333435489,37.56076005302696,11.79631519130886,45.59876733534566,69.83963224955583,26.913300145176272,-5.830928336743777,25.29711375212225,51.27717391304347,75.31287506098383,67.67485822306237,33.760663071242426,84.82005055794399,21.10091743119266,24.503311258278153,31.775147556005468,67.18906555622358
Gemini 2.5 Pro,86.36363636363636,25.608622082035073,91.57894736842105,84.33451118963487,30.640188720430874,43.61702127659574,6.355382619974061,93.19654427645789,63.44418308712944,12.860123297672372,70.7345624817091,60.36585365853659,17.161791590493614,54.0990990990991,11.299435028248588,0.0,29.439988552570913,85.13708513708514,94.9628935345079,32.473118279569896,79.76047904191616,0.0,94.53896339353875,41.6867469879518,92.37749546279491,32.30869849574886,42.34527687296416,74.0127388535032,96.57980456026058,1.492537313432836,62.27351907161318,89.99999999999999,93.25773827765859,73.79584622182945,30.692272705520587,87.95620437956204,84.48342891751524,39.175484188508655,4.44444444444443,67.402376910017,76.92934782608694,95.90672139897576,67.67485822306237,49.2043969808797,109.54283047351558,45.10703363914373,43.267108167770424,36.643263122701434,74.20814479638007
