model_name,AA Intelligence Index,AIME 2024,AIME 2025,ARC-AGI-1,ARC-AGI-2,Arena-Hard Auto,BrowseComp,BRUMO 2025,Chatbot Arena Elo,CMIMC 2025,Codeforces Rating,CritPt,FrontierMath,GPQA Diamond,GSM8K,HLE (Humanity's Last Exam),HMMT Feb 2025,HMMT Nov 2025,HumanEval,IFEval,LiveBench,LiveCodeBench,MATH-500,MathArena Apex 2025,MMLU,MMLU-Pro,MMMU,MMMU-Pro,MRCR v2,OSWorld,SimpleQA,SMT 2025,SWE-bench Pro,SWE-bench Verified,Tau-Bench Retail,Tau-Bench Telecom,Terminal-Bench 2.0,Terminal-Bench 1.0,USAMO 2025,Video-MMU
DeepSeek-R1,55.93920440484597,78.73684210526315,64.6643109540636,15.508021390374333,1.6861219195849548,94.81641468682506,37.58868657732228,43.89815627743634,26.82926829268293,12.015173257065534,55.36036036036036,6.214689265536724,15.764924715954937,67.09956709956711,95.68637401674701,10.32258064516129,30.898203592814376,28.857919218388624,95.51401869158877,78.76588021778585,30.010107291195755,68.28025477707007,96.57980456026057,27.595187574012634,92.38095238095238,90.80600674226173,31.589649759735394,76.95545630870977,104.75706550758522,39.22055466076887,28.69269949066215,26.929347826086964,84.47135198631847,40.07561436672968,37.97834899426955,60.90675934360513,45.2090186452837,0.0,4.480106987629555,90.11546200370199
DeepSeek-R1-0528,96.12769186795433,90.94736842105263,85.27679623085984,22.139037433155078,1.4267185473411155,100.03088016507625,18.973655367606916,78.05092186128184,50.0,42.87020109689214,50.9009009009009,7.782400443285052,14.164305949008499,80.8080808080808,91.61910938750711,30.107526881720432,76.04790419161678,44.39878710450016,75.88785046728971,71.14337568058076,27.775293826873696,77.45222929936305,96.57980456026057,3.1044776119402986,92.38095238095238,92.33833895188477,44.80484985638346,52.954292360479094,74.27542487162593,49.59719320626846,24.787775891341262,71.79347826086955,92.6640383342557,55.954631379962194,34.4934412985623,97.27321742520715,36.39098847633878,16.487276394394048,46.77365429622199,87.72090428667431
DeepSeek-R1-Distill-Llama-70B,41.44475685706203,68.42105263157895,64.6643109540636,35.445179156855595,7.14807761181122,48.35468792734156,41.07621242361044,50.50133267277073,33.53405486375192,47.3522486541918,37.52252252252252,13.957153680054438,41.229042890726255,58.00865800865802,72.58284982148562,23.603813603903504,20.83832335329341,71.12785903184505,65.42056074766354,80.64886178384586,36.96752919120261,57.5796178343949,92.01954397394137,26.6889039039292,80.95238095238095,80.05437286372644,38.14381412308101,82.16371140323602,66.79373410695716,27.82258487572976,35.4515773825746,51.95025456004751,33.048913285747275,51.95657286254583,59.70603711634515,53.492152725738094,55.06822769284943,57.615115856209655,11.751673211371134,82.01019738508288
DeepSeek-R1-Distill-Llama-8B,58.48655609481473,47.78947368421053,14.958775029446409,45.19413029894757,-9.780601857919383,14.14686825053996,45.76323209456562,77.58674583168865,33.82412337617423,131.0456035979576,18.243243243243242,19.72102589468843,66.15479412062975,34.63203463203464,39.41452674106289,61.67536475305667,38.08402601327219,144.88249423062464,32.480908085732885,34.66424682395645,34.05746967493334,36.624203821656046,83.22475570032572,-2.4737741639024904,28.261578514519123,39.2370659046243,40.83665312082152,82.94631546422163,13.581662362456463,22.184704911046406,35.631038892862584,94.39345261335198,-23.178880443680086,37.1859291249784,75.82404927897412,74.98030568273347,51.616502434291654,96.03159776722927,39.54745691150409,92.03901711364837
DeepSeek-R1-Distill-Qwen-1.5B,67.64793796481749,25.157894736842103,9.069493521790342,41.08267118533462,-20.160405543227697,0.0,55.12794145778434,98.5645684663647,33.91668663001852,178.14509569359305,6.936936936936937,26.419247447015575,80.21272681006764,12.698412698412694,22.011121198382845,89.1635061292964,50.165794182858356,183.09467834525083,5.969944022131571,0.0,35.936609358426296,3.503184713375794,74.7557003257329,-14.836670559236005,-1.622287461827284,10.87669285940055,36.50518352491348,78.72495723714702,-10.062187755515595,31.90596072083656,35.72640026408916,121.20618784724452,-44.93372895415412,22.453152563710887,85.81592320927412,96.7930882859447,49.142338367439606,109.82129387008189,59.476667310746784,92.89840941992897
DeepSeek-V3,29.796821562960538,36.00000000000001,28.38633686690224,-4.713215473475408,-9.044538601387217,87.47300215982722,28.16846772916076,44.59341418410676,26.82926829268293,8.836416625926212,15.045045045045043,2.752881870725009,7.807691524331744,49.20634920634921,75.38695762496828,12.123288467461641,17.794084387429123,35.105925708767074,37.757009345794394,83.84754990925589,20.785658200709474,34.26751592356688,85.01628664495114,30.509089900977216,86.90476190476191,78.39411584431505,-0.7288309664644643,50.82671055627023,76.22602154743491,58.14192472659908,19.864176570458405,36.6117167854759,54.69026004130206,26.46502835538752,55.00320500018367,60.92547764642639,42.301890513195545,30.702214515674605,27.056781282071597,50.907138506122166
DeepSeek-V3-0324,31.481593896177557,57.263157894736835,37.22025912838633,7.314985607612552,0.2513537544488962,38.22894168466523,73.53217460982428,37.56210333945573,10.92000634534449,43.00843587112638,38.288288288288285,12.614522579795242,55.663425068911025,62.626262626262644,88.89726122066088,3.225806451612903,13.892215568862277,71.01068582333075,74.76635514018692,74.77313974591651,41.728391111074174,47.0063694267516,91.20521172638436,39.44136441343254,89.04761904761907,86.51547655531719,37.079009840313184,119.46800448711498,110.36675742990926,16.440054428622275,24.617996604414266,38.61392302203659,42.23911394385293,20.415879017013225,51.72832500362206,37.62434136313996,58.48099842825973,23.301541850564362,-31.991161047930426,116.66509710450677
DeepSeek-V3.2,101.7458017725837,92.63157894736842,91.87279151943463,56.07456184831479,17.63979238460722,80.02965813049126,17.661097852028636,90.25460930640914,64.12838004756915,75.70840950639854,71.44144144144144,19.362536912144833,8.498583569405099,82.82828282828284,85.60093625247002,46.02150537634409,91.73652694610777,80.00685871056243,84.11214953271028,89.11070780399274,55.04885993485343,90.44585987261146,96.57980456026057,6.208955223880597,91.66666666666666,92.33833895188477,69.13381267630257,79.85347985347985,58.56097762669275,37.44982356049412,37.01188455008489,84.61956521739128,75.72264638062039,85.06616257088847,43.25581137493416,98.56877431191901,55.81039755351681,44.85485728268582,44.29920333136349,96.13939517813786
DeepSeek-V3.2-Speciale,83.75966899291657,95.78947368421052,95.28857479387514,77.40336955857694,40.116926090990845,59.813737794827816,62.22371395104927,97.57096868598187,75.10898826188514,100.0,85.63063063063063,44.44420021118496,72.53662291716421,87.5901875901876,84.22648775965196,57.8494623655914,99.76047904191616,91.42661179698217,86.91588785046729,87.29582577132487,74.42305466658662,97.32484076433123,97.71986970684038,28.000000000000004,89.48829950986394,96.16916947594238,87.05059904998696,86.28336334139465,68.65868608848095,42.025627374845314,67.69457249709876,88.45108695652173,69.16592939015688,90.73724007561435,61.402221340440725,99.78446767189523,67.2512393606832,66.22403573257725,31.11663395077157,98.34936042950598
Doubao Seed 2.0 Pro,70.68705281054835,98.21052631578947,97.99764428739694,88.36344272352363,52.68478518198554,51.023831112042345,79.47494033412886,95.8889246865406,80.85651347040641,98.31612180478473,100.0,57.109222603425046,91.50965347487531,92.20779220779221,83.48941982153767,78.06451612903224,96.07754629802527,96.2756002380134,87.85046728971963,88.2032667876588,91.12617973317403,96.43312101910828,104.33594716820471,42.907820157943746,90.47619047619048,96.93533558075391,87.76741634668134,95.19852217818402,74.38987930550019,45.94704121712254,81.91863061039385,95.6058736576806,66.54876554998756,91.68241965973533,71.51013837368518,98.42399894953442,80.58103975535167,78.05035448435856,24.59859638190352,95.47511312217193
EXAONE 4.0 32B,87.51391607347374,70.63157894736841,82.68551236749117,8.58559576936642,5.851959252564722,81.53347732181426,66.90770637539411,75.59448861891131,38.13218124092486,70.3162906863444,38.288288288288285,21.515673085376957,43.98605364582427,72.72727272727273,101.19560092673635,48.22641967230967,68.26347305389223,65.23002454313539,84.48598130841121,87.29582577132487,48.91066205198709,76.81528662420382,95.11400651465797,18.62023312886964,76.19047619047619,87.43487588109102,53.31985496549204,92.23004704751096,109.65972340527138,47.33224343028687,28.522920203735147,76.34854256214587,96.11947482006407,32.13610586011342,37.768979502035776,96.28671162631389,47.61067786261898,-1.1642587074958968,8.402472498322105,120.00987197946293
Falcon3-10B-Instruct,27.531844550353043,3.1578947368421053,37.03082376963526,-27.65358063130015,6.774523698618612,106.90603464987458,93.56184968093535,101.16101949724396,40.586591831766796,51.65815485327575,-11.020325409630573,48.362564292303915,47.99235894818715,7.2150072150072155,71.73262930149087,79.43676571337437,76.13760951492125,52.12858552171899,50.467289719626166,69.45553539019964,70.96267468023497,12.35668789808917,39.08794788273615,64.60673145175613,50.23809523809523,27.214220042905303,-9.696288798041614,36.25036382115672,100.70750584335448,137.04339943577247,46.51370476304004,78.91407973323443,98.14319249485834,9.288795234155216,78.9657274805074,132.5764041198117,56.08950675234192,18.56507303845874,58.01219239442001,25.790396369706777
Gemini 2.0 Flash,35.943063331086016,71.89473684210526,42.46632002893598,16.308362172386087,1.297016861219196,49.13606911447084,33.43549040906912,40.10397549988612,20.03089275982659,34.094383650679376,28.713138437337317,2.762953821975909,27.159537772303324,70.995670995671,71.89209132574192,10.431105477282635,10.754483905448105,62.74891333433126,70.28037383177569,72.77676950998185,23.022761797903588,41.91082802547771,74.7557003257329,22.500106836353112,58.09523809523811,79.16028194912657,7.131102578167843,78.652371828173,69.34088251616788,26.31192015604965,23.4295415959253,41.42364648436558,29.839149406090993,26.46502835538752,54.90587832456237,45.159437628632894,47.81545767954283,45.8289047727781,8.105173155313839,80.3450594521018
Gemini 2.5 Flash,73.46001126194825,87.36842105263159,67.02002355712602,35.080213903743314,3.24254215304799,85.74514038876892,-7.708582766700111,51.21451565700907,45.780705278031625,0.0,53.82882882882883,6.214689265536724,-11.309599099165688,76.91197691197691,80.11363397485005,25.59139784946236,57.84431137724552,27.566805756608396,84.48598130841121,80.58076225045372,7.817589576547249,65.73248407643312,93.15960912052117,2.7331710238432123,78.57142857142857,86.36224333435489,22.490400438837064,33.726259877672526,54.31155060497776,46.363209844212804,25.297113752122247,51.27717391304346,72.43131597630826,67.67485822306237,40.034613031432386,76.03923073797304,21.100917431192656,24.503311258278153,51.40059110709921,57.407776113214496
Gemini 2.5 Pro,86.36363636363636,91.57894736842105,84.33451118963487,43.31550802139038,6.355382619974061,93.19654427645789,18.40541318722597,70.7345624817091,60.36585365853659,17.161791590493614,54.0990990990991,11.299435028248588,0.0,85.13708513708515,92.35847135670404,32.473118279569896,79.76047904191617,0.0,95.89869951856888,92.37749546279491,42.34527687296416,74.0127388535032,96.57980456026057,1.4925373134328357,89.99999999999999,93.25773827765859,67.47120131651127,46.844613751955976,87.95620437956204,56.08594032352912,67.402376910017,76.92934782608694,97.40019438707549,67.67485822306237,41.64409994119368,91.77808370596004,45.10703363914373,43.267108167770424,36.64326312270144,74.20814479638007
Gemini 3 Flash,64.12887890266416,92.63157894736842,88.69257950530036,90.05347593582887,43.57976653696499,48.57152029874922,73.98568019093078,100.0,82.3170731707317,91.4076782449726,58.55855855855856,51.36437527363169,70.8215297450425,94.37229437229439,75.21045639907905,64.51612903225808,87.34446537734024,91.42661179698217,85.8773862554586,87.65880217785845,88.27361563517917,100.0,102.52348218525101,46.62686567164179,94.76190476190476,97.83941158443152,100.0,80.5860805860806,59.42864216399842,49.21700223713646,79.45670628183362,98.69565217391303,34.98533724340177,94.5179584120983,58.92116182572613,91.93308530273507,74.31192660550458,89.12521343587429,32.65351592118533,83.71040723981903
Gemini 3 Pro,55.83984815746623,96.84210526315789,94.11071849234393,79.67914438502673,40.337224383917,52.99790266258486,100.0,95.11267193444542,99.39024390243902,89.99085923217551,77.11711711711712,51.41242937853108,93.4844192634561,96.53679653679656,81.53611740329833,72.68817204301075,97.72455089820359,91.42661179698217,89.7196261682243,90.92558983666062,91.53094462540719,85.85987261146497,96.57980456026057,69.85074626865672,94.76190476190476,99.69353355807539,99.34174437739995,79.85347985347985,80.5352798053528,60.40268456375839,100.0,100.0,60.410557184750736,91.11531190926276,85.8921161825726,100.0,82.26299694189602,82.57310228441898,25.948346824095136,86.87782805429862
Gemini 3.1 Pro,27.27272727272727,97.89473684210527,100.0,95.72192513368985,100.0,68.26229034820885,100.0,106.35756428146098,92.6829268292683,64.9738248545487,85.58558558558559,100.0,99.1501416430595,100.0,83.6085187588227,87.5268817204301,110.8243322065924,68.69276210502298,93.45794392523365,89.47368421052632,126.84093947392432,88.78980891719746,98.53420195439739,100.0,96.66666666666666,99.23383389518847,99.28688974218323,78.02197802197803,90.14598540145985,98.43400447427292,100.0,86.74072637488835,92.37536656891498,99.4328922495274,94.19087136929458,109.75476486312495,100.0,93.48548219915062,34.474208891385665,43.696984453303834
Gemma 3 27B,21.30172768870566,17.894736842105264,30.335233665739175,-30.843061216416245,-11.669524558102808,70.62634989200866,73.86917844716359,48.22073601000097,0.0,24.618744872536688,2.6282890548189357,13.475892682419571,35.21862434645611,25.108225108225106,82.9992387718853,18.67822567281904,13.519476907624615,48.42130292242274,80.0,69.1470054446461,37.69185963702012,22.165605095541398,65.14657980456026,47.586865419326685,59.2857142857143,65.52252528348146,-0.8068430096599428,83.73339121754441,115.16495536709172,62.83581978286722,14.940577249575554,38.620444839346945,64.95198754391619,7.561436672967862,55.75980886149598,63.36480955518102,49.62634732084427,3.733701494588189,-4.291068741426535,78.89866539967333
GLM-4.6,103.62862961354685,93.32356551129179,76.44287396937574,55.69521220611319,1.146114037361654,66.51567559089222,1.614950143967981,71.35306945887503,54.16389355931701,82.4577564734192,62.67302648679076,3.610061228268023,18.361167825054405,87.5901875901876,72.2113584089902,45.37634408602151,65.09004549264608,82.60180559175184,69.1588785046729,76.40653357531761,19.35403341099933,73.5031847133758,100.43215934901372,-20.55647773957117,78.57142857142857,84.67667790376953,60.217984643319454,58.91524877256009,31.199427082553782,19.42774287987732,27.970355260985414,84.49778088411938,44.440671828047876,75.61436672967862,41.53819918064467,85.29905834354675,32.72171253822629,57.748788689444936,50.62441126050602,96.43606518424836
GLM-4.7,123.7207030613578,104.7419772773589,94.93521790341579,52.83451791211567,17.739692985430562,81.56877724070533,50.11933174224343,95.38445404692268,65.2439024390244,103.87201300685953,77.33721393961876,25.523817505230422,42.492917847025495,87.5901875901876,93.24647926421626,84.08602150537632,97.24550898203591,84.89289528705213,87.0923142376252,86.50940450320239,41.69381107491857,92.48407643312103,101.29683391135528,-6.804941332657545,90.71428571428571,93.87067116150781,82.96812994619054,76.92085224993643,69.31605546686963,38.190824975438815,31.91850594227505,104.53013392051821,89.5553255563578,86.57844990548202,37.394388182986816,116.2243467296042,46.330275229357795,30.00196684412102,41.135178026838716,120.50009239065378
GPT-4.1,5.634103708734841,43.684210526315795,36.866902237926965,5.347593582887701,0.5188067444876784,61.55507559395249,46.96373635513718,32.98517347337495,24.021025652265777,1.0685393984315894,45.36036036036036,13.512051506185417,34.31453910469404,59.59595959595959,76.65025495632224,0.0,4.191616766467064,39.78951970116169,87.85046728971963,86.20689655172414,39.325568817677144,41.27388535031848,88.59934853420197,53.623465524550255,90.95238095238096,87.43487588109102,29.62150301700491,78.55780617739028,84.18491484184915,39.813183623616396,49.40577249575552,23.569990378586624,40.85107763967102,50.2835538752363,64.98018457546814,34.89585890169813,60.49142587394453,54.30463576158942,-1.99328808112908,58.39371786317547
GPT-4.1 mini,-4.941694878278305,37.11400198613748,24.73755641716049,3.2085561497326207,0.0,25.593952483801296,65.4747165880776,15.21918467724462,-3.975295499739339,10.588939016772002,19.11531029145622,3.996948605614346,46.69747358306827,43.290043290043286,79.13498123408988,-15.227049414137689,-28.232154193806842,58.575837361155315,84.11214953271028,80.21778584392013,31.329762622843027,31.856250113043036,90.66113254327917,52.072632389060445,80.95238095238095,78.04363960982741,9.32528798683483,115.21737560601241,105.93431874721566,12.687359919942551,11.544991511035658,12.287322650046562,18.149217643899718,14.165438311519495,60.151886445979265,8.692977966528574,60.08011832986674,35.38771870868474,-40.863186794944845,94.01304284963544
GPT-4.5,-9.29114806314984,33.36842105263158,45.200083629064416,10.481283422459894,1.0376134889753568,50.647948164146875,113.21163378692094,54.94029990482004,27.42525816193587,26.50628288728433,27.18344919420118,46.39359106706904,83.25794984861858,66.95526695526696,86.40420711838851,31.74486876490404,24.41885753905032,57.35827242297351,77.75700934579439,84.57350272232304,82.7208572743498,42.297578112487315,80.74964853134793,90.24859602920793,89.5238095238095,75.94238430891818,27.43103389829436,108.1702729553781,130.05144930120144,66.10104791105553,83.7011884550085,37.897833833656485,62.28556373682469,18.903591682419655,79.65127687931408,55.35319231471749,80.93575225571493,38.47176444645546,-23.341653376682892,71.47808926564853
GPT-5,77.27272727272727,94.3157894736842,93.63957597173145,69.73262032085562,12.840466926070041,61.68410067103715,26.014319809069203,75.62189054726369,74.39024390243902,89.99085923217551,78.24324324324324,32.20338983050848,57.22379603399433,91.48629148629149,77.05219256918448,67.74193548387098,86.7065868263473,77.16049382716051,91.58878504672897,90.92558983666062,82.08469055374593,91.97452229299363,100.0,3.1044776119402986,92.85714285714286,95.40300337113085,81.18486012068023,71.47372316914698,48.85177776301569,26.845637583892618,70.96774193548387,96.14130434782608,55.953079178885645,88.65784499054821,58.3619387937698,95.42743538767397,49.08256880733945,78.58719646799116,43.073609455662854,88.30081712718602
GPT-5.1,90.20786204027388,104.86266025167151,92.93286219081273,77.32620320855614,22.827496757457848,56.165653533536535,38.18615751789976,80.47995317529997,76.82926829268293,94.28702010968921,82.10494066640332,33.9714520837329,73.65439093484419,91.05339105339105,82.4682892455786,60.86021505376345,84.45931566332392,85.73388203017834,88.42929146092709,89.36176880142455,61.340800861379805,88.78980891719746,99.34853420195438,3.1044776119402986,90.47619047619048,96.16916947594238,81.18486012068023,95.970695970696,59.387369149944675,28.444173106723973,70.96774193548387,93.58695652173913,65.3958944281525,91.30434782608694,55.50364378976981,91.4419036201237,68.0428134556575,66.66933002563033,30.610160277955995,104.55134017502182
GPT-5.2,86.36363636363636,100.0,100.0,96.2566844919786,68.61219195849546,51.70799902917568,80.90692124105013,95.11267193444542,62.19512195121951,92.84734917733091,90.09009009009009,65.5367231638418,100.0,98.41269841269842,87.53820846213057,67.74193548387098,100.0,100.0,93.45794392523365,100.0,91.95733826309862,86.24203821656052,100.0,40.41791044776119,85.71428571428571,94.94330370824396,94.73395501919916,100.0,72.01946472019465,22.818791946308732,76.06112054329373,96.14130434782608,96.48093841642232,98.29867674858222,83.8174273858921,98.80715705765408,77.82874617737002,72.77265889150648,20.035630696546868,100.0
GPT-5.3-Codex,44.98046541927573,78.18060254790038,92.93286219081273,52.343686050481296,60.2723009377375,63.193787203961286,135.41203125977796,101.61936452729306,70.6115059263417,84.48244222732316,69.54974224562278,76.93623013201416,115.485728006083,80.8080808080808,100.0,85.67376782849337,97.96826388623651,81.38665204023565,89.7196261682243,94.55535390199637,120.18023623665444,92.61146496815287,94.46254071661237,83.6819372388749,100.0,89.60550810909437,80.0877674163467,114.73578658877773,133.0247167283227,82.10290827740492,88.0060965162204,87.91644849947922,100.0,54.44234404536861,77.24807193034837,108.64476668060898,94.18960244648318,41.22804326462047,-2.8244577702859957,97.43983857965452
gpt-oss-120B,141.28629649571056,96.42105263157895,97.52650176678446,23.810628132038026,-13.446904285478805,94.04783117432628,-0.5717414501455735,68.46025722311445,42.93722836825524,76.2314388485397,81.98198198198197,-11.53040016345222,-2.9825599961757447,80.66378066378067,99.84444297985007,34.785074917837974,72.58096512556864,61.85451677703928,87.85046728971963,87.29582577132487,5.22794665996755,79.87261146496816,97.71986970684038,-39.56177533922941,90.47619047619048,100.0,64.64181187826757,69.18320308551351,67.19677628181549,13.259227800061232,2.0094980635449105,84.21841458282955,89.63794085780954,65.02835538752362,0.0,95.92633415626047,23.85321100917431,-2.4534340488817676,34.82479086029202,136.07142187935483
gpt-oss-20B,163.5394240663934,98.63157894736842,98.46878680800943,0.48797032185585465,-32.21869298186739,114.57619987276331,-18.049177283920258,74.69230151550141,37.53278880241421,80.5149079141649,53.37837837837838,-23.826337498146692,-27.68465816441939,67.09956709956711,99.49932656296141,38.537344922723165,79.95842434109352,56.25502193693161,74.76635514018692,81.85117967332124,-13.521358771113206,73.5031847133758,96.09120521172638,-61.361626530123566,79.28571428571428,92.79803861477168,49.98630579609999,49.154296305335016,60.13254565044637,23.7456557913975,-16.56391693853294,92.59653335498817,101.9439017954978,45.368620037807176,-1.5959482587587246,114.16591136763626,0.0,-23.838085923039607,54.63345973621459,135.2769011810244
