model_name,GPQA Diamond,AIME 2025,MMLU,MMLU-Pro,SWE-bench Verified,MATH-500,LiveCodeBench,FrontierMath,HLE (Humanity's Last Exam),ARC-AGI-2,SimpleQA,IFEval,HumanEval,Codeforces Rating,MMMU,Arena-Hard Auto,Chatbot Arena Elo,AIME 2024,HMMT Feb 2025,Terminal-Bench 2.0,ARC-AGI-1
Gemma 3 27B,21.83734939759036,-2.2704640320082796,58.48506919155136,65.52252528348146,7.561436672967862,1.8348623853211259,22.165605095541398,-1.3314980085512227,-53.63935964559991,10.675807177837756,14.940577249575554,52.513966480446925,80.0,-10.737672456438972,-36.365258660436815,69.30022573363432,0.0,12.653975363941772,-87.75695114972982,68.6853431019819,-3.879711128258189
Gemini 3 Pro,96.38554216867469,94.11071849234393,94.65889779072589,99.69353355807539,91.11531190926276,90.3669724770642,85.85987261146497,93.4844192634561,72.68817204301075,40.337224383917,100.0,86.03351955307262,89.7196261682243,77.11711711711712,99.34174437739995,184.3610073677434,99.39024390243902,96.64053751399776,97.72455089820359,82.26299694189602,79.67914438502673
Gemini 3 Flash,94.12650602409639,88.69257950530036,94.65889779072589,97.83941158443152,94.5179584120983,91.95120441397466,100.0,70.8215297450425,64.51612903225808,43.57976653696499,79.45670628183362,81.00558659217879,92.02099058575828,58.55855855855856,100.0,165.7845776510158,82.3170731707317,92.1612541993281,98.47368472308717,74.31192660550458,90.05347593582887
Gemini 3.1 Pro,100.0,100.0,96.60111677591647,99.23383389518847,99.4328922495274,95.8715596330275,88.78980891719746,99.1501416430595,87.5268817204301,100.0,100.0,83.79888268156425,93.45794392523365,85.58558558558559,99.28688974218323,217.28777887566358,92.6829268292683,97.76035834266517,109.25987027258209,100.0,95.72192513368985
Llama 4 Scout,44.12650602409639,19.468219184027785,86.64724447681476,75.94238430891818,21.227267765940134,24.770642201834875,26.114649681528658,2.1307294527951326,-31.283552043846534,0.0,25.774419996030364,60.893854748603346,57.943925233644855,7.2566436897675395,0.0,71.6704288939052,7.317073170731707,26.63127129176263,-48.857220121183886,60.20896210623988,0.0
Llama 4 Maverick,63.102409638554214,44.00400250381212,86.89002184996357,85.44284400858106,34.97164461247637,48.16513761467887,39.617834394904456,5.815874833132499,-6.168322226078548,0.0,11.544991511035658,69.27374301675977,69.1588785046729,27.54457481945607,21.941854086670336,73.36343115124154,48.170731707317074,46.24860022396417,-5.0091749458468495,50.494882536340846,4.171122994652407
Llama 4 Behemoth,68.97590361445783,62.18786302087312,90.77445982034476,88.04780876494024,51.03969754253308,79.81651376146787,47.26114649681528,29.636526502937727,21.784435309012796,21.098213878937706,52.29202037351443,74.86033519553072,74.76635514018692,44.33374191055744,36.75260559517275,103.68480046690712,45.36657468330265,68.64501679731244,29.99447740156496,59.594205434454935,39.739158718556176
Grok 3 Beta,85.39156626506022,92.10836277974087,85.43335761107065,84.52344468280725,38.752362948960304,99.08256880733943,85.47770700636944,1.5874573111781887,31.182795698924732,0.0,30.2207130730051,69.27374301675977,79.06542056074765,58.31589052830591,52.43255928896733,50.10556419775912,39.02439024390244,92.49720044792834,65.42053090326358,24.418788412273468,5.347593582887701
Grok 4,90.51204819277108,88.92815076560659,100.0,95.40300337113085,86.01134215500944,93.57798165137612,85.47770700636944,22.6628895184136,43.655913978494624,20.622568093385215,59.08319185059423,83.79888268156425,80.37383177570094,85.94594594594595,30.71859572133844,109.10267155275203,77.4390243902439,93.28107502799551,88.74251497005987,30.58103975535168,70.6951871657754
Grok 4.1,95.03012048192771,92.93286219081273,90.38033977578844,92.79803861477168,96.40831758034025,95.8715596330275,88.78980891719746,93.4844192634561,87.5268817204301,54.47470817120623,70.96774193548387,88.8268156424581,93.45794392523365,83.33333333333334,85.4717187538878,175.28328866249154,88.41463414634147,97.64178533514077,111.81907515277233,73.23802402498387,87.2518990220822
DeepSeek-R1,65.66265060240963,64.6643109540636,92.23112405923767,90.80600674226173,40.07561436672968,90.3669724770642,68.28025477707007,10.849213483877646,10.32258064516129,1.6861219195849548,28.69269949066215,67.31843575418993,95.51401869158877,55.36036036036036,32.973957883211995,94.5823927765237,26.82926829268293,77.37961926091825,30.898203592814376,49.67374177210066,15.508021390374333
DeepSeek-V3,46.98795180722892,28.38633686690224,86.64724447681476,78.39411584431505,26.46502835538752,57.79816513761469,34.26751592356688,11.861445167679033,-14.032981428167192,13.067145484672606,19.864176570458405,75.13966480446925,37.757009345794394,15.045045045045043,1.2648075941305605,86.90744920993228,26.82926829268293,31.914893617021285,-24.151773315210253,59.32904267177797,16.91393842933181
DeepSeek-V3-0324,60.99397590361446,37.22025912838633,88.83224083515418,86.51547655531719,20.415879017013225,75.22935779816513,47.0063694267516,-8.027003574869578,3.225806451612903,-10.74693331967375,24.617996604414266,61.17318435754188,74.76635514018692,38.288288288288285,18.867342783744622,35.44018058690745,20.781198493589564,54.535274356103024,13.892215568862277,33.29793903087731,11.000605986327601
DeepSeek-R1-0528,79.96987951807229,85.27679623085984,92.23112405923767,92.33833895188477,55.954631379962194,90.3669724770642,77.45222929936305,14.164305949008499,30.107526881720432,1.4267185473411155,24.787775891341262,55.586592178770935,75.88785046728971,50.9009009009009,55.07440560671269,61.722492345146264,50.0,90.36954087346025,76.04790419161678,28.127260201612355,22.139037433155078
DeepSeek-V3.2,82.07831325301204,91.87279151943463,91.50279193979121,92.33833895188477,85.06616257088847,90.3669724770642,90.44585987261146,8.498583569405099,46.02150537634409,9.33934864750357,37.01188455008489,83.24022346368714,84.11214953271028,71.44144144144144,65.51202871027921,91.29346535411413,56.05184686967814,92.1612541993281,91.73652694610777,55.81039755351681,48.18862491522968
DeepSeek-V3.2-Speciale,87.04819277108433,95.28857479387514,89.51632275214808,96.16916947594238,90.73724007561435,93.57798165137612,97.32484076433123,46.94509507562627,57.8494623655914,26.524129413212076,54.39732354796678,80.44692737430168,86.91588785046729,85.63063063063063,75.68605121925263,122.50540679831059,69.14983299167456,95.52071668533034,99.76047904191616,51.328038492623094,64.00010198701922
Qwen3-235B-A22B,65.0602409638554,78.20965842167256,84.97208060208789,84.37021146184492,78.63894139886577,94.49541284403668,74.39490445859873,13.453219835849739,25.225806451612904,1.6861219195849548,0.0,79.88826815642457,84.11214953271028,56.57657657657658,47.84892299410631,98.30699774266365,43.90243902439025,83.986562150056,55.80838323353293,39.831495130660585,11.229946524064172
Qwen3-32B,60.99397590361446,72.52061248527679,74.77543092983734,69.35335580753907,55.04333925711429,84.40366972477062,64.5859872611465,6.968379045626366,32.49505828372154,-4.977949206491263,17.75271080566168,66.4804469273743,74.76635514018692,54.95495495495496,49.35787854983655,50.56433408577878,37.24869320314976,79.17133258678612,63.456758652329675,22.29238103408033,29.126056101776914
Qwen3-4B,35.09036144578314,59.481743227326255,48.99247390143237,75.48268464603126,37.782897682826736,88.99082568807337,54.64968152866243,-20.964890878009747,13.019741099405662,-28.276618685863088,-7.52197315587389,78.7709497206704,56.074766355140184,39.234234234234236,36.06824100648897,5.3047404063205414,17.810285818769117,70.66069428891377,47.42514970059881,1.715093532100904,6.966415300805444
Qwen3-0.6B,0.0,0.0,0.0,0.0,1.4227306012581294e-05,0.0,0.0,1.8947032704287148e-05,3.478962892906762e-05,1.0520858172958927e-05,8.745151611123656e-06,0.0,0.0,0.0,2.635109073665281e-05,0.0,1.5353247970417193e-05,0.0,4.858099296463583e-05,-9.239007100971926e-06,1.8380294488246634e-05
Qwen3-1.7B,18.373493975903617,25.55948174322732,21.86210245205146,18.418633159669014,30.763439266289136,72.4770642201835,26.624203821656057,12.482372598580948,28.087176677631298,3.9051856355348495,13.464705249567393,37.150837988826815,28.037383177570092,18.01801801801802,31.942242839322507,39.05191873589165,23.594638900099877,42.10526315789473,46.043325434376655,8.863692962375167,21.358983388306992
Qwen3-8B,53.31325301204819,61.484098939929325,58.46079145423646,49.019307385841245,55.17420362971566,75.22935779816513,45.47770700636943,26.974110352173714,41.364620602491286,13.937626368407244,32.39202735528594,58.100558659217874,69.1588785046729,47.2972972972973,48.95611392301786,76.18510158013545,43.403882325522545,73.12430011198208,64.14728937639462,31.008663754613917,39.47874132394851
Qwen3-14B,54.36746987951807,67.02002355712602,68.56033017722747,55.60833588722035,59.25911007222746,79.81651376146787,54.394904458598724,30.545862076816437,41.962252372139154,17.202261767843886,37.341290468812815,62.040260606641304,74.76635514018692,49.549549549549546,50.1880586658266,86.90744920993228,47.007871401666314,72.00447928331467,63.62606071643578,37.74464474276261,42.871440240873156
Qwen3-30B-A3B,57.078313253012034,82.3321554770318,69.36149550861859,86.05577689243029,65.19359060555452,84.40366972477062,68.40764331210192,30.17767948724419,42.92809156626983,16.085973844504476,39.34536494676568,82.96089385474862,69.1588785046729,52.88288288288289,54.01536882206358,93.11512415349887,50.627463874687535,75.36394176931691,66.46706586826349,42.09691091989672,45.215341141870006
QwQ-32B,56.174698795180724,41.10718492343934,63.58339402767662,57.09469813055471,13.23251417769376,59.63302752293574,48.025477707006374,8.42666482283991,15.362004262361001,1.7866751500765339,20.03823793451398,58.100558659217874,61.6822429906542,23.243243243243246,28.92334375939489,59.14221218961625,28.304667482700083,77.04367301231802,37.84431137724551,30.005522635288447,22.163184271392478
Qwen3.5-397B-A17B,91.1144578313253,94.11071849234393,86.89002184996357,96.6288691388293,91.49338374291115,93.57798165137612,90.828025477707,36.92082080930779,60.86021505376345,17.45977316539589,37.01188455008489,93.29608938547484,87.85046728971963,63.06306306306306,85.57323093801428,106.12282165798004,63.808968585282024,93.28107502799551,96.93725987862517,43.96171506132813,57.300195026154725
Kimi K2,71.08433734939757,40.51825677267373,89.07501820830298,95.55623659209316,71.4555765595463,90.82568807339449,52.73885350318472,0.16201965932861903,2.1505376344086025,-5.551253267435502,30.2207130730051,85.47486033519553,74.76635514018692,44.14414414414414,29.46003158268348,51.91873589164786,30.655288256842788,65.95744680851064,27.4251497005988,37.76758409785933,20.632923761432647
Kimi K2 Thinking,87.04819277108433,93.52179034157832,84.55079074409483,91.72540606803554,81.85255198487711,88.99082568807337,89.55414012738852,30.3728742031191,88.6021505376344,12.282322373176633,37.01188455008489,80.40918072898413,87.85046728971963,60.810810810810814,69.34617930472885,93.21081908668002,58.23371543700742,93.28107502799551,88.02395209580838,49.84709480122324,12.299465240641712
Kimi K2.5,89.90963855421685,95.28857479387514,95.14445253702355,95.55623659209316,92.24952741020792,93.57798165137612,92.61146496815287,65.1558073654391,100.0,45.39559014267186,53.98981324278439,86.03351955307262,93.45794392523365,69.81981981981981,80.0877674163467,147.74500199010797,77.87756083732671,95.63269876819707,95.20958083832335,61.314984709480115,69.30481283422459
GLM-4.6,87.04819277108433,76.44287396937574,78.15003641660597,84.67667790376953,75.61436672967862,88.18392606311417,73.5031847133758,26.51654365649696,45.37634408602151,10.48804317375716,34.65843612614947,63.687150837988824,69.1588785046729,62.339142531072525,61.61608534807058,82.7421780258515,51.73578718788842,84.92672402442227,81.01832999723551,32.72171253822629,45.488784925895665
GLM-4.7,87.04819277108433,94.93521790341579,90.5316824471959,93.87067116150781,86.57844990548202,103.61997923989705,92.48407643312103,42.492917847025495,84.08602150537632,18.629333016739274,31.91850594227505,83.58024486008998,86.95571631836094,76.84638917643048,78.37058002048178,107.55752532809692,65.2439024390244,101.47653156425932,97.24550898203591,46.330275229357795,60.152208095909316
Doubao Seed 2.0 Pro,91.86746987951807,97.99764428739694,90.2889050740471,96.93533558075391,91.68241965973533,93.79447832155236,96.43312101910828,79.0292595865117,78.06451612903224,54.67607274061543,82.25238442774283,81.8435754189944,87.85046728971963,100.0,87.76741634668134,174.4967793522861,87.59355455075503,98.0963045912654,110.87315523490857,80.58103975535167,86.58636113751517
Mistral Small 3.1,16.716867469879517,-2.428436048219633,67.51638747268755,64.38859944836042,0.0,15.596330275229375,22.547770700636942,-22.1815126241229,-67.60881536695338,-7.378821652657141,8.149405772495758,65.78212290502793,82.22429906542055,-13.390910487217992,-42.7189466656515,35.51975722092037,-8.589988143143572,12.653975363941772,-98.04729445519963,58.830465230886425,-17.81307467667072
Mistral Medium 3,60.391566265060234,28.875709001956018,83.00558387958242,72.41802022678517,7.561436672967862,61.46788990825688,37.8343949044586,7.9908001508995925,-28.234381366381488,12.431287593096526,20.0339558573854,74.86033519553072,88.03738317757008,13.930030047279578,-8.495752552478077,100.0,20.63066442990638,36.52294550328561,-45.562361996357545,71.44149229149555,13.128744302612818
Mistral Large 3,24.096385542168672,82.3321554770318,79.36392328235009,74.11890897946675,75.61436672967862,73.394495412844,68.40764331210192,24.364645245917153,26.331752001131814,14.696969653562661,28.522920203735147,74.86033519553072,87.85046728971963,33.78378378378378,38.86843605675135,86.7131478858414,48.78048780487805,47.7043673012318,40.80563121288882,46.76842825035654,36.79076875161842
Phi-4,42.46987951807229,4.596985504083885,77.66448167030832,66.28869138829299,10.819144768597551,12.844036697247752,33.37579617834395,-2.046059112204052,-50.48644041264652,8.79403769377905,3.05602716468591,56.145251396648035,70.28037383177569,-5.739804169720137,-31.450140388740667,75.50790067720091,4.752252569203021,8.174692049272117,-80.79017330999854,68.79874111091439,-1.9993642238467058
Phi-4-reasoning-plus,62.349397590361434,73.73380447585394,75.72787201630926,72.41802022678517,7.561436672967862,86.23853211009175,71.97452229299363,12.736545962459472,20.723398301216232,4.145812140030437,26.655115190333653,63.687150837988824,80.37383177570094,31.53153153153153,36.76915483890657,79.57110609480813,36.38934833614511,66.40537513997761,45.1497005988024,38.31858816681221,29.108451378405814
Nemotron Ultra 253B,72.45481927710844,67.60895170789163,83.00558387958242,78.54734906527734,37.80718336483931,88.99082568807337,68.80254777070064,20.854765523809053,24.301075268817208,12.031049061795168,37.01188455008489,84.49720670391062,87.85046728971963,42.792792792792795,37.44356138036054,95.03386004514674,42.812831243130255,71.40736115954898,35.1298167349054,52.03181989814566,35.580018675856195
Command A,25.75301204819277,5.337081946530048,79.36392328235009,59.39319644498927,18.903591682419655,11.009174311926625,20.0,4.411660491763562,-45.68400720516698,14.234471871327885,31.91850594227505,70.11173184357541,70.84112149532712,-4.3872067674881565,-28.892575946791293,71.6704288939052,8.337048348556197,21.612541993281077,-76.68531338119968,71.74741914333912,2.557980062573474
EXAONE 4.0 32B,71.53614457831326,82.68551236749117,75.72226268511774,87.43487588109102,32.13610586011342,86.23853211009175,76.81528662420382,16.937887850608778,31.96159698728651,5.168683714792204,28.522920203735147,80.44692737430168,84.48598130841121,38.288288288288285,48.09338257502632,80.6997742663657,43.44075976548556,68.75699888017917,68.26347305389223,37.69171756633968,35.87742922794812
MiniMax-M2,75.45180722891565,74.44051825677266,83.00558387958242,87.74134232301563,78.26086956521739,88.99082568807337,90.06369426751593,20.779941497796557,18.9247311827957,10.954436415548951,45.50084889643464,80.44692737430168,84.11214953271028,40.54054054054054,30.71859572133844,89.82909954465741,42.68292682926829,60.806270996640535,41.34279815737696,41.13149847094801,37.02145380512001
Seed-Thinking-v1.5,74.39759036144578,69.37573616018845,83.00558387958242,95.40300337113085,45.368620037807176,79.81651376146787,67.0063694267516,20.735673981721316,39.35483870967742,9.41536754893886,37.01188455008489,78.7709497206704,84.11214953271028,53.13796314581282,46.28070938652273,84.74359381251854,45.43466986448441,85.1063829787234,51.68025537670597,44.752108988387185,38.08264011433372
